,elevation,GID_0,NAME_0,GID_1,NAME_1,ENGTYPE_1
TZA.28_1,TZA,Tanzania,TZA.28_1,Zanzibar North,Region,1697.0
IDN.4_1,IDN,Indonesia,IDN.4_1,Banten,Province,2954.1724137931033
PNG.19_1,PNG,Papua New Guinea,PNG.19_1,Southern Highlands,Province,3578.6382978723404
PNG.3_1,PNG,Papua New Guinea,PNG.3_1,Chimbu,Province,2744.9444444444443
PNG.6_1,PNG,Papua New Guinea,PNG.6_1,Eastern Highlands,Province,2223.6666666666665
BRA.15_1,BRA,Brazil,BRA.15_1,Paraíba,State,797.065868263473
TZA.30_1,TZA,Tanzania,TZA.30_1,Zanzibar West,Region,1543.0
TZA.29_1,TZA,Tanzania,TZA.29_1,Zanzibar South and Central,Region,1559.0
IDN.9_1,IDN,Indonesia,IDN.9_1,Jawa Barat,Province,2700.189189189189
COD.4_1,COD,Democratic Republic of the Congo,COD.4_1,Haut-Lomami,Province,1223.8255451713396
IDN.7_1,IDN,Indonesia,IDN.7_1,Jakarta Raya,Province,2185.0
TZA.2_1,TZA,Tanzania,TZA.2_1,Dar es Salaam,Region,1172.75
PNG.8_1,PNG,Papua New Guinea,PNG.8_1,Gulf,Province,3792.5904761904762
SLB.2_1,SLB,Solomon Islands,SLB.2_1,Choiseul,Province,3406.3333333333335
TZA.21_1,TZA,Tanzania,TZA.21_1,Rukwa,Region,936.3333333333334
TZA.13_1,TZA,Tanzania,TZA.13_1,Mbeya,Region,975.6906077348066
TZA.5_1,TZA,Tanzania,TZA.5_1,Iringa,Region,852.4857142857143
IDN.11_1,IDN,Indonesia,IDN.11_1,Jawa Timur,Province,1974.3028169014085
SLB.10_1,SLB,Solomon Islands,SLB.10_1,Western,Province,3469.5
PER.13_1,PER,Peru,PER.13_1,La Libertad,Region,470.70512820512823
AGO.12_1,AGO,Angola,AGO.12_1,Lunda Norte,Province,1453.43949044586
BRA.1_1,BRA,Brazil,BRA.1_1,Acre,State,1920.2314410480349
PER.26_1,PER,Peru,PER.26_1,Ucayali,Region,1942.4696485623003
BRA.12_1,BRA,Brazil,BRA.12_1,Mato Grosso,State,1795.0228025009194
BRA.17_1,BRA,Brazil,BRA.17_1,Pernambuco,State,745.8048780487804
AGO.14_1,AGO,Angola,AGO.14_1,Malanje,Province,1247.1991701244813
SLB.5_1,SLB,Solomon Islands,SLB.5_1,Isabel,Province,3111.4166666666665
IDN.33_1,IDN,Indonesia,IDN.33_1,Yogyakarta,Province,2328.0
AGO.1_1,AGO,Angola,AGO.1_1,Bengo,Province,678.6380952380953
COD.15_1,COD,Democratic Republic of the Congo,COD.15_1,Lualaba,Province,1348.2472527472528
COD.3_1,COD,Democratic Republic of the Congo,COD.3_1,Haut-Katanga,Province,1148.3733333333332
PNG.2_1,PNG,Papua New Guinea,PNG.2_1,Central,Province,2272.8522727272725
PER.2_1,PER,Peru,PER.2_1,Ancash,Region,485.60185185185185
BRA.22_1,BRA,Brazil,BRA.22_1,Rondônia,State,1879.50640113798
AGO.6_1,AGO,Angola,AGO.6_1,Cuanza Norte,Province,1056.0555555555557
TZA.10_1,TZA,Tanzania,TZA.10_1,Lindi,Region,992.7371134020618
PNG.17_1,PNG,Papua New Guinea,PNG.17_1,Oro,Province,2698.7246376811595
IDN.2_1,IDN,Indonesia,IDN.2_1,Bali,Province,2090.714285714286
IDN.20_1,IDN,Indonesia,IDN.20_1,Nusa Tenggara Barat,Province,1600.7454545454545
IDN.21_1,IDN,Indonesia,IDN.21_1,Nusa Tenggara Timur,Province,1526.0375939849623
TLS.7_1,TLS,Timor-Leste,TLS.7_1,Dili,District,1314.0
PER.10_1,PER,Peru,PER.10_1,Huánuco,Region,1571.1495327102805
AGO.13_1,AGO,Angola,AGO.13_1,Lunda Sul,Province,1347.7118644067796
ZMB.4_1,ZMB,Zambia,ZMB.4_1,Luapula,Province,1242.1655172413793
ZMB.8_1,ZMB,Zambia,ZMB.8_1,Northern,Province,1227.3290043290044
TLS.4_1,TLS,Timor-Leste,TLS.4_1,Baucau,District,1480.6
TLS.9_1,TLS,Timor-Leste,TLS.9_1,Lautém,District,1388.7142857142858
PNG.13_1,PNG,Papua New Guinea,PNG.13_1,Milne Bay,Province,2903.568181818182
SLB.7_1,SLB,Solomon Islands,SLB.7_1,Malaita,Province,3262.5714285714284
BRA.5_1,BRA,Brazil,BRA.5_1,Bahia,State,877.2198455139632
TLS.10_1,TLS,Timor-Leste,TLS.10_1,Liquiçá,District,1485.0
TLS.1_1,TLS,Timor-Leste,TLS.1_1,Aileu,District,1865.3333333333333
TLS.11_1,TLS,Timor-Leste,TLS.11_1,Manatuto,District,1546.25
AGO.11_1,AGO,Angola,AGO.11_1,Luanda,Province,528.1666666666666
TZA.17_1,TZA,Tanzania,TZA.17_1,Njombe,Region,1245.3015873015872
TLS.8_1,TLS,Timor-Leste,TLS.8_1,Ermera,District,1845.6666666666667
TLS.13_1,TLS,Timor-Leste,TLS.13_1,Viqueque,District,1683.1666666666667
PYF.3_1,PYF,French Polynesia,PYF.3_1,Îles Marquises,Administrative subdivisions,1706.6666666666667
BRA.2_1,BRA,Brazil,BRA.2_1,Alagoas,State,1096.5119047619048
TLS.5_1,TLS,Timor-Leste,TLS.5_1,Bobonaro,District,1620.3333333333333
TLS.2_1,TLS,Timor-Leste,TLS.2_1,Ainaro,District,2092.5
TLS.12_1,TLS,Timor-Leste,TLS.12_1,Manufahi,District,1876.5
TLS.6_1,TLS,Timor-Leste,TLS.6_1,Covalima,District,1679.2
SLB.1_1,SLB,Solomon Islands,SLB.1_1,Central,Province,2964.5
ZMB.6_1,ZMB,Zambia,ZMB.6_1,Muchinga,Province,1051.1705426356589
TLS.3_1,TLS,Timor-Leste,TLS.3_1,Ambeno,District,1242.0
TZA.22_1,TZA,Tanzania,TZA.22_1,Ruvuma,Region,1186.8387096774193
PNG.15_1,PNG,Papua New Guinea,PNG.15_1,National Capital District,District,1538.0
SLB.3_1,SLB,Solomon Islands,SLB.3_1,Guadalcanal, ,2874.4285714285716
PER.20_1,PER,Peru,PER.20_1,Pasco,Region,1613.138888888889
BRA.26_1,BRA,Brazil,BRA.26_1,Sergipe,State,1042.5757575757575
MWI.5_1,MWI,Malawi,MWI.5_1,Chitipa,District,1290.1538461538462
MWI.8_1,MWI,Malawi,MWI.8_1,Karonga,District,1290.5384615384614
BOL.6_1,BOL,Bolivia,BOL.6_1,Pando,Department,1708.7567567567567
AGO.7_1,AGO,Angola,AGO.7_1,Cuanza Sul,Province,1071.367469879518
AUS.7_1,AUS,Australia,AUS.7_1,Queensland,State,636.4399126001457
SLB.9_1,SLB,Solomon Islands,SLB.9_1,Temotu,Province,4307.0
PER.18_1,PER,Peru,PER.18_1,Madre de Dios,Region,2573.368
TZA.15_1,TZA,Tanzania,TZA.15_1,Mtwara,Region,1028.8545454545454
SLB.6_1,SLB,Solomon Islands,SLB.6_1,Makira Ulawa,Province,3500.5
PER.16_1,PER,Peru,PER.16_1,Lima,Region,406.23762376237624
BOL.3_1,BOL,Bolivia,BOL.3_1,El Beni,Department,1741.9379727685325
MWI.25_1,MWI,Malawi,MWI.25_1,Rumphi,District,1098.0
MOZ.1_1,MOZ,Mozambique,MOZ.1_1,Cabo Delgado,Province,1029.892703862661
PER.12_1,PER,Peru,PER.12_1,Junín,Region,1278.6616541353383
AGO.3_1,AGO,Angola,AGO.3_1,Bié,Province,1228.1797235023041
AGO.15_1,AGO,Angola,AGO.15_1,Moxico,Province,1127.7588532883642
ZMB.7_1,ZMB,Zambia,ZMB.7_1,North-Western,Province,1108.5040431266846
MWI.17_1,MWI,Malawi,MWI.17_1,Mzimba,District,939.516129032258
MWI.19_1,MWI,Malawi,MWI.19_1,Nkhata Bay,District,1404.4705882352941
AUS.6_1,AUS,Australia,AUS.6_1,Northern Territory,Territory,573.954806312769
PER.8_1,PER,Peru,PER.8_1,Cusco,Region,1328.5324074074074
MOZ.8_1,MOZ,Mozambique,MOZ.8_1,Nassa,Province,1165.312020460358
AGO.9_1,AGO,Angola,AGO.9_1,Huambo,Province,1343.28
SLB.8_1,SLB,Solomon Islands,SLB.8_1,Rennell and Bellona,Province,3084.0
PER.15_1,PER,Peru,PER.15_1,Lima Province,Province,42.55555555555556
ZMB.3_1,ZMB,Zambia,ZMB.3_1,Eastern,Province,936.9276315789474
COM.2_1,COM,Comoros,COM.2_1,Njazídja,Autonomous Island,2268.0
BOL.4_1,BOL,Bolivia,BOL.4_1,La Paz,Department,1264.203007518797
AGO.2_1,AGO,Angola,AGO.2_1,Benguela,Province,878.4237288135594
PER.9_1,PER,Peru,PER.9_1,Huancavelica,Region,729.9242424242424
ZMB.1_1,ZMB,Zambia,ZMB.1_1,Central,Province,946.15625
MDG.2_1,MDG,Madagascar,MDG.2_1,Antsiranana,Autonomous Province,1885.6434108527133
ZMB.2_1,ZMB,Zambia,ZMB.2_1,Copperbelt,Province,1164.0326086956522
MWI.20_1,MWI,Malawi,MWI.20_1,Nkhotakota,District,1309.2272727272727
COM.1_1,COM,Comoros,COM.1_1,Mwali,Autonomous Island,1915.0
PER.5_1,PER,Peru,PER.5_1,Ayacucho,Region,748.1085271317829
MWI.9_1,MWI,Malawi,MWI.9_1,Kasungu,District,870.72
BRA.9_1,BRA,Brazil,BRA.9_1,Goiás,State,1555.9107485604607
MYT.11_1,MYT,Mayotte,MYT.11_1,M'tsangamouji,Commune,1407.0
MYT.4_1,MYT,Mayotte,MYT.4_1,Boueni,Commune,1392.0
PER.11_1,PER,Peru,PER.11_1,Ica,Region,57.515151515151516
PER.22_1,PER,Peru,PER.22_1,Puno,Region,1214.8636363636363
PER.3_1,PER,Peru,PER.3_1,Apurímac,Region,934.5555555555555
MWI.23_1,MWI,Malawi,MWI.23_1,Ntchisi,District,965.2
AGO.10_1,AGO,Angola,AGO.10_1,Huíla,Province,930.0675105485232
MWI.14_1,MWI,Malawi,MWI.14_1,Mchinji,District,936.5454545454545
MWI.7_1,MWI,Malawi,MWI.7_1,Dowa,District,895.0
MWI.26_1,MWI,Malawi,MWI.26_1,Salima,District,1088.5
WSM.11_1,WSM,Samoa,WSM.11_1,Vaisigano,District,3572.0
WSM.6_1,WSM,Samoa,WSM.6_1,Gagaifomauga,District,3583.0
WSM.4_1,WSM,Samoa,WSM.4_1,Fa'asaleleaga,District,3453.0
BOL.8_1,BOL,Bolivia,BOL.8_1,Santa Cruz,Department,1150.7166513339466
AGO.16_1,AGO,Angola,AGO.16_1,Namibe,Province,286.35838150289015
MWI.11_1,MWI,Malawi,MWI.11_1,Lilongwe,District,924.7368421052631
MWI.6_1,MWI,Malawi,MWI.6_1,Dedza,District,985.8888888888889
MWI.13_1,MWI,Malawi,MWI.13_1,Mangochi,District,985.4230769230769
MOZ.7_1,MOZ,Mozambique,MOZ.7_1,Nampula,Province,1024.5321888412018
WSM.7_1,WSM,Samoa,WSM.7_1,Palauli,District,3514.0
AGO.5_1,AGO,Angola,AGO.5_1,Cuando Cubango,Province,764.2615894039735
ZMB.10_1,ZMB,Zambia,ZMB.10_1,Western,Province,818.6311688311688
VUT.6_1,VUT,Vanuatu,VUT.6_1,Torba,Province,3691.0
WSM.1_1,WSM,Samoa,WSM.1_1,A'ana,District,3465.0
WSM.9_1,WSM,Samoa,WSM.9_1,Tuamasaga,District,3751.0
WSM.3_1,WSM,Samoa,WSM.3_1,Atua,District,3592.0
MDG.4_1,MDG,Madagascar,MDG.4_1,Mahajanga,Autonomous Province,1464.3698924731182
AUS.11_1,AUS,Australia,AUS.11_1,Western Australia,State,357.1607033825864
MOZ.10_1,MOZ,Mozambique,MOZ.10_1,Tete,Province,851.5296052631579
BRA.13_1,BRA,Brazil,BRA.13_1,Minas Gerais,State,1271.838389409818
MWI.22_1,MWI,Malawi,MWI.22_1,Ntcheu,District,1005.6363636363636
MWI.12_1,MWI,Malawi,MWI.12_1,Machinga,District,1018.7
PER.4_1,PER,Peru,PER.4_1,Arequipa,Region,283.0366492146597
ZMB.5_1,ZMB,Zambia,ZMB.5_1,Lusaka,Province,811.4411764705883
VUT.3_1,VUT,Vanuatu,VUT.3_1,Sanma,Province,3240.3846153846152
MWI.1_1,MWI,Malawi,MWI.1_1,Balaka,District,993.7142857142857
VUT.2_1,VUT,Vanuatu,VUT.2_1,Penama,Province,3150.75
MOZ.11_1,MOZ,Mozambique,MOZ.11_1,Zambezia,Province,1311.549839228296
MDG.5_1,MDG,Madagascar,MDG.5_1,Toamasina,Autonomous Province,1965.876712328767
AGO.8_1,AGO,Angola,AGO.8_1,Cunene,Province,631.5974025974026
MWI.18_1,MWI,Malawi,MWI.18_1,Neno,District,1027.25
MWI.28_1,MWI,Malawi,MWI.28_1,Zomba,District,1066.4545454545455
ZMB.9_1,ZMB,Zambia,ZMB.9_1,Southern,Province,764.5714285714286
MWI.2_1,MWI,Malawi,MWI.2_1,Blantyre,District,931.875
BRA.7_1,BRA,Brazil,BRA.7_1,Distrito Federal,Federal District,1495.8125
MWI.24_1,MWI,Malawi,MWI.24_1,Phalombe,District,1240.5
FJI.3_1,FJI,Fiji,FJI.3_1,Northern,Division,2678.4761904761904
ZWE.6_1,ZWE,Zimbabwe,ZWE.6_1,Mashonaland West,Province,768.0558659217877
ZWE.4_1,ZWE,Zimbabwe,ZWE.4_1,Mashonaland Central,Province,794.7441860465116
MWI.16_1,MWI,Malawi,MWI.16_1,Mwanza,District,915.0
MWI.4_1,MWI,Malawi,MWI.4_1,Chiradzulu,District,1080.0
MWI.15_1,MWI,Malawi,MWI.15_1,Mulanje,District,1456.1666666666667
BOL.2_1,BOL,Bolivia,BOL.2_1,Cochabamba,Department,1702.2228915662652
MWI.3_1,MWI,Malawi,MWI.3_1,Chikwawa,District,797.8333333333334
MWI.27_1,MWI,Malawi,MWI.27_1,Thyolo,District,1124.3333333333333
VUT.1_1,VUT,Vanuatu,VUT.1_1,Malampa,Province,2842.125
PYF.5_1,PYF,French Polynesia,PYF.5_1,Îles Tuamotu-Gambier,Administrative subdivisions,1524.0
PER.19_1,PER,Peru,PER.19_1,Moquegua,Region,256.38
PYF.4_1,PYF,French Polynesia,PYF.4_1,Îles Sous-le-Vent,Administrative subdivisions,1906.0
MOZ.4_1,MOZ,Mozambique,MOZ.4_1,Manica,Province,892.0615384615385
MWI.21_1,MWI,Malawi,MWI.21_1,Nsanje,District,850.8571428571429
ZWE.5_1,ZWE,Zimbabwe,ZWE.5_1,Mashonaland East,Province,754.9702970297029
VUT.4_1,VUT,Vanuatu,VUT.4_1,Shefa,Province,2530.75
PER.24_1,PER,Peru,PER.24_1,Tacna,Region,132.0625
MOZ.9_1,MOZ,Mozambique,MOZ.9_1,Sofala,Province,1004.6037735849056
NAM.6_1,NAM,Namibia,NAM.6_1,Kunene,Region,202.55988857938718
ZWE.8_1,ZWE,Zimbabwe,ZWE.8_1,Matabeleland North,Province,609.4110169491526
BRA.11_1,BRA,Brazil,BRA.11_1,Mato Grosso do Sul,State,1378.7457168620379
ZWE.10_1,ZWE,Zimbabwe,ZWE.10_1,Midlands,Province,673.0198675496689
FJI.2_1,FJI,Fiji,FJI.2_1,Eastern,Division,2615.0
BOL.5_1,BOL,Bolivia,BOL.5_1,Oruro,Department,292.2151898734177
NAM.9_1,NAM,Namibia,NAM.9_1,Omusati,Region,376.5679012345679
NAM.7_1,NAM,Namibia,NAM.7_1,Ohangwena,Region,571.05
NAM.4_1,NAM,Namibia,NAM.4_1,Kavango,Region,537.7207792207793
ZWE.3_1,ZWE,Zimbabwe,ZWE.3_1,Manicaland,Province,777.0917431192661
FJI.5_1,FJI,Fiji,FJI.5_1,Western,Division,2531.222222222222
PYF.2_1,PYF,French Polynesia,PYF.2_1,Îles du Vent,Administrative subdivisions,1941.5
NAM.13_1,NAM,Namibia,NAM.13_1,Zambezi,Region,584.4666666666667
CHL.4_1,CHL,Chile,CHL.4_1,Arica y Parinacota,Region,170.58333333333334
NAM.10_1,NAM,Namibia,NAM.10_1,Oshana,Region,412.4642857142857
NAM.11_1,NAM,Namibia,NAM.11_1,Oshikoto,Region,479.4568965517241
ZWE.2_1,ZWE,Zimbabwe,ZWE.2_1,Harare,City,841.5
MDG.1_1,MDG,Madagascar,MDG.1_1,Antananarivo,Autonomous Province,1505.6022099447514
FJI.1_1,FJI,Fiji,FJI.1_1,Central,Division,2855.5
BOL.7_1,BOL,Bolivia,BOL.7_1,Potosí,Department,226.38315217391303
BWA.2_1,BWA,Botswana,BWA.2_1,Chobe,District,542.8461538461538
BRA.8_1,BRA,Brazil,BRA.8_1,Espírito Santo,State,1219.4379562043796
BWA.12_1,BWA,Botswana,BWA.12_1,North-West,District,424.37536656891496
MDG.6_1,MDG,Madagascar,MDG.6_1,Toliary,Autonomous Province,837.4407766990291
BOL.1_1,BOL,Bolivia,BOL.1_1,Chuquisaca,Department,623.5341614906832
VUT.5_1,VUT,Vanuatu,VUT.5_1,Tafea,Province,2292.8333333333335
CHL.15_1,CHL,Chile,CHL.15_1,Tarapacá,Region,47.440298507462686
NAM.12_1,NAM,Namibia,NAM.12_1,Otjozondjupa,Region,427.1987767584098
BWA.1_1,BWA,Botswana,BWA.1_1,Central,District,384.8340517241379
ZWE.7_1,ZWE,Zimbabwe,ZWE.7_1,Masvingo,Province,607.9022988505748
PRY.1_1,PRY,Paraguay,PRY.1_1,Alto Paraguay,Department,765.3598326359833
ZWE.9_1,ZWE,Zimbabwe,ZWE.9_1,Matabeleland South,Province,491.38953488372096
NCL.2_1,NCL,New Caledonia,NCL.2_1,Nord,Province,1905.774193548387
TON.2_1,TON,Tonga,TON.2_1,Ha'apai,Island Group,2044.0
BRA.25_1,BRA,Brazil,BRA.25_1,São Paulo,State,1345.2397435897435
PRY.5_1,PRY,Paraguay,PRY.5_1,Boquerón,Department,592.3214285714286
ZWE.1_1,ZWE,Zimbabwe,ZWE.1_1,Bulawayo,City,584.0
MDG.3_1,MDG,Madagascar,MDG.3_1,Fianarantsoa,Autonomous Province,1492.8540372670807
MUS.6_1,MUS,Mauritius,MUS.6_1,Pamplemousses,District,1622.0
NAM.8_1,NAM,Namibia,NAM.8_1,Omaheke,Region,356.7593984962406
MUS.2_1,MUS,Mauritius,MUS.2_1,Black River,District,1675.0
MUS.5_1,MUS,Mauritius,MUS.5_1,Moka,District,1773.0
MUS.3_1,MUS,Mauritius,MUS.3_1,Flacq,District,1711.0
MUS.4_1,MUS,Mauritius,MUS.4_1,Grand Port,District,1793.0
NCL.1_1,NCL,New Caledonia,NCL.1_1,Îles Loyauté,Province,1537.888888888889
NAM.2_1,NAM,Namibia,NAM.2_1,Erongo,Region,136.45641025641027
BWA.11_1,BWA,Botswana,BWA.11_1,North-East,District,461.06666666666666
BOL.9_1,BOL,Bolivia,BOL.9_1,Tarija,Department,721.7777777777778
BRA.19_1,BRA,Brazil,BRA.19_1,Rio de Janeiro,State,1318.2394366197184
REU.2_1,REU,Reunion,REU.2_1,Saint-Denis,Arrondissement,1614.6666666666667
CHL.2_1,CHL,Chile,CHL.2_1,Antofagasta,Region,22.858942065491185
BWA.5_1,BWA,Botswana,BWA.5_1,Ghanzi,District,342.0301369863014
MOZ.3_1,MOZ,Mozambique,MOZ.3_1,Inhambane,Province,758.2785388127854
REU.3_1,REU,Reunion,REU.3_1,Saint-Paul,Arrondissement,1506.0
REU.1_1,REU,Reunion,REU.1_1,Saint-Benoît,Arrondissement,1657.0
REU.4_1,REU,Reunion,REU.4_1,Saint-Pierre,Arrondissement,1554.6666666666667
TON.1_1,TON,Tonga,TON.1_1,'Eua,Island Group,1834.0
MOZ.2_1,MOZ,Mozambique,MOZ.2_1,Gaza,Province,572.2773109243698
NCL.3_1,NCL,New Caledonia,NCL.3_1,Sud,Province,1747.608695652174
NAM.5_1,NAM,Namibia,NAM.5_1,Khomas,Region,291.099173553719
ARG.10_1,ARG,Argentina,ARG.10_1,Jujuy,Province,321.9940476190476
ARG.17_1,ARG,Argentina,ARG.17_1,Salta,Province,559.9215291750503
PRY.17_1,PRY,Paraguay,PRY.17_1,Presidente Hayes,Department,978.3574468085106
PRY.3_1,PRY,Paraguay,PRY.3_1,Amambay,Department,1526.7619047619048
PRY.10_1,PRY,Paraguay,PRY.10_1,Concepción,Department,1380.2033898305085
ZAF.5_1,ZAF,South Africa,ZAF.5_1,Limpopo,Province,587.5241730279898
ARG.9_1,ARG,Argentina,ARG.9_1,Formosa,Province,954.1910569105692
BRA.16_1,BRA,Brazil,BRA.16_1,Paraná,State,1555.3452566096423
BWA.9_1,BWA,Botswana,BWA.9_1,Kweneng,District,368.982905982906
NAM.3_1,NAM,Namibia,NAM.3_1,Hardap,Region,178.487106017192
PRY.18_1,PRY,Paraguay,PRY.18_1,San Pedro,Department,1465.9384615384615
BWA.7_1,BWA,Botswana,BWA.7_1,Kgalagadi,District,300.01510574018124
PRY.8_1,PRY,Paraguay,PRY.8_1,Canindeyú,Department,1591.7446808510638
BWA.8_1,BWA,Botswana,BWA.8_1,Kgatleng,District,474.7692307692308
BWA.15_1,BWA,Botswana,BWA.15_1,Southern,District,383.73333333333335
ZAF.6_1,ZAF,South Africa,ZAF.6_1,Mpumalanga,Province,748.4470588235295
ARG.3_1,ARG,Argentina,ARG.3_1,Chaco,Province,950.6175548589341
MOZ.6_1,MOZ,Mozambique,MOZ.6_1,Maputo,Province,720.8108108108108
PRY.6_1,PRY,Paraguay,PRY.6_1,Caaguazú,Department,1562.780487804878
PRY.2_1,PRY,Paraguay,PRY.2_1,Alto Paraná,Department,1664.0
BWA.4_1,BWA,Botswana,BWA.4_1,Gaborone,City,468.0
BWA.14_1,BWA,Botswana,BWA.14_1,South-East,District,463.75
ZAF.7_1,ZAF,South Africa,ZAF.7_1,North West,Province,525.051724137931
PRY.11_1,PRY,Paraguay,PRY.11_1,Cordillera,Department,1473.2857142857142
ZAF.8_1,ZAF,South Africa,ZAF.8_1,Northern Cape,Province,245.3804173354735
NAM.1_1,NAM,Namibia,NAM.1_1,!Karas,Region,113.75142314990512
ARG.2_1,ARG,Argentina,ARG.2_1,Catamarca,Province,225.6846846846847
PRY.4_1,PRY,Paraguay,PRY.4_1,Asunción,Capital District,1397.0
PRY.9_1,PRY,Paraguay,PRY.9_1,Central,Department,1433.857142857143
ZAF.3_1,ZAF,South Africa,ZAF.3_1,Gauteng,Province,678.3728813559322
CHL.5_1,CHL,Chile,CHL.5_1,Atacama,Region,41.426923076923075
PRY.16_1,PRY,Paraguay,PRY.16_1,Paraguarí,Department,1464.6896551724137
PRY.12_1,PRY,Paraguay,PRY.12_1,Guairá,Department,1544.5384615384614
PRY.7_1,PRY,Paraguay,PRY.7_1,Caazapá,Department,1544.4375
ARG.22_1,ARG,Argentina,ARG.22_1,Santiago del Estero,Province,689.3384615384615
ARG.14_1,ARG,Argentina,ARG.14_1,Misiones,Province,1725.2631578947369
SWZ.1_1,SWZ,Swaziland,SWZ.1_1,Hhohho,District,987.2307692307693
MOZ.5_1,MOZ,Mozambique,MOZ.5_1,Maputo City,Province,781.0
PRY.15_1,PRY,Paraguay,PRY.15_1,Ñeembucú,Department,1409.3
SWZ.2_1,SWZ,Swaziland,SWZ.2_1,Lubombo,District,724.3684210526316
AUS.8_1,AUS,Australia,AUS.8_1,South Australia,State,232.53415588323804
ARG.24_1,ARG,Argentina,ARG.24_1,Tucumán,Province,688.972602739726
PRY.13_1,PRY,Paraguay,PRY.13_1,Itapúa,Department,1600.0185185185185
SWZ.3_1,SWZ,Swaziland,SWZ.3_1,Manzini,District,916.9230769230769
PRY.14_1,PRY,Paraguay,PRY.14_1,Misiones,Department,1489.6296296296296
ZAF.2_1,ZAF,South Africa,ZAF.2_1,Free State,Province,581.4135514018692
SWZ.4_1,SWZ,Swaziland,SWZ.4_1,Shiselweni,District,765.5833333333334
ZAF.4_1,ZAF,South Africa,ZAF.4_1,KwaZulu-Natal,Province,876.0064935064935
BRA.21_1,BRA,Brazil,BRA.21_1,Rio Grande do Sul,State,1590.123076923077
ARG.7_1,ARG,Argentina,ARG.7_1,Corrientes,Province,1346.5085324232082
ARG.12_1,ARG,Argentina,ARG.12_1,La Rioja,Province,301.56907894736844
ARG.21_1,ARG,Argentina,ARG.21_1,Santa Fe,Province,977.9645232815965
AUS.5_1,AUS,Australia,AUS.5_1,New South Wales,State,558.6157189424122
ARG.18_1,ARG,Argentina,ARG.18_1,San Juan,Province,214.83
LSO.2_1,LSO,Lesotho,LSO.2_1,Butha-Buthe,District,876.0
LSO.3_1,LSO,Lesotho,LSO.3_1,Leribe,District,811.4
LSO.7_1,LSO,Lesotho,LSO.7_1,Mokhotlong,District,837.8
CHL.7_1,CHL,Chile,CHL.7_1,Coquimbo,Region,143.58778625954199
LSO.1_1,LSO,Lesotho,LSO.1_1,Berea,District,793.7142857142857
NZL.10_1,NZL,New Zealand,NZL.10_1,Northern Islands,Group of islands,1833.0
LSO.5_1,LSO,Lesotho,LSO.5_1,Maseru,District,771.0
LSO.10_1,LSO,Lesotho,LSO.10_1,Thaba-Tseka,District,728.9375
ARG.6_1,ARG,Argentina,ARG.6_1,Córdoba,Province,771.6631762652705
LSO.4_1,LSO,Lesotho,LSO.4_1,Mafeteng,District,701.0
LSO.8_1,LSO,Lesotho,LSO.8_1,Qacha's Nek,District,716.25
LSO.6_1,LSO,Lesotho,LSO.6_1,Mohale's Hoek,District,685.0
LSO.9_1,LSO,Lesotho,LSO.9_1,Quthing,District,713.3076923076923
ZAF.1_1,ZAF,South Africa,ZAF.1_1,Eastern Cape,Province,578.0658578856153
ARG.8_1,ARG,Argentina,ARG.8_1,Entre Ríos,Province,1091.4887218045112
URY.1_1,URY,Uruguay,URY.1_1,Artigas,Department,1452.5
ZAF.9_1,ZAF,South Africa,ZAF.9_1,Western Cape,Province,337.7373068432671
URY.15_1,URY,Uruguay,URY.15_1,Salto,Department,1371.290909090909
URY.13_1,URY,Uruguay,URY.13_1,Rivera,Department,1380.3235294117646
URY.18_1,URY,Uruguay,URY.18_1,Tacuarembó,Department,1281.2884615384614
URY.11_1,URY,Uruguay,URY.11_1,Paysandú,Department,1278.0222222222221
URY.3_1,URY,Uruguay,URY.3_1,Cerro Largo,Department,1293.0
ARG.19_1,ARG,Argentina,ARG.19_1,San Luis,Province,488.2
CHL.16_1,CHL,Chile,CHL.16_1,Valparaíso,Region,337.3636363636364
ARG.13_1,ARG,Argentina,ARG.13_1,Mendoza,Province,339.77798861480073
URY.12_1,URY,Uruguay,URY.12_1,Río Negro,Department,1227.483870967742
URY.5_1,URY,Uruguay,URY.5_1,Durazno,Department,1234.5777777777778
URY.19_1,URY,Uruguay,URY.19_1,Treinta y Tres,Department,1298.764705882353
CHL.14_1,CHL,Chile,CHL.14_1,Región Metropolitana de Santiago,Region,468.26984126984127
URY.17_1,URY,Uruguay,URY.17_1,Soriano,Department,1136.6666666666667
URY.7_1,URY,Uruguay,URY.7_1,Florida,Department,1252.7692307692307
URY.6_1,URY,Uruguay,URY.6_1,Flores,Department,1258.7058823529412
URY.8_1,URY,Uruguay,URY.8_1,Lavalleja,Department,1277.1951219512196
URY.14_1,URY,Uruguay,URY.14_1,Rocha,Department,1222.842105263158
ARG.1_1,ARG,Argentina,ARG.1_1,Buenos Aires,Province,861.4244343891403
CHL.8_1,CHL,Chile,CHL.8_1,Libertador General Bernardo O'Higgins,Region,672.8888888888889
URY.4_1,URY,Uruguay,URY.4_1,Colonia,Department,1132.7391304347825
URY.16_1,URY,Uruguay,URY.16_1,San José,Department,1163.8333333333333
URY.9_1,URY,Uruguay,URY.9_1,Maldonado,Department,1153.4444444444443
AUS.10_1,AUS,Australia,AUS.10_1,Victoria,State,681.8026796589525
URY.2_1,URY,Uruguay,URY.2_1,Canelones,Department,1127.0526315789473
