temp_difference,GID_0,NAME_0,GID_1,NAME_1,ENGTYPE_1
16.1799497,ZAF,South Africa,ZAF.7_1,North West,Province
10.83987869,PRY,Paraguay,PRY.11_1,Cordillera,Department
16.64936236,ZAF,South Africa,ZAF.8_1,Northern Cape,Province
15.4552702,NAM,Namibia,NAM.1_1,!Karas,Region
14.41313518,ARG,Argentina,ARG.2_1,Catamarca,Province
10.7353001,PRY,Paraguay,PRY.4_1,Asunción,Capital District
10.69639997,PRY,Paraguay,PRY.9_1,Central,Department
14.69024749,ZAF,South Africa,ZAF.3_1,Gauteng,Province
11.77311109,CHL,Chile,CHL.5_1,Atacama,Region
10.69778275,PRY,Paraguay,PRY.16_1,Paraguarí,Department
11.08251535,PRY,Paraguay,PRY.12_1,Guairá,Department
11.41330937,PRY,Paraguay,PRY.7_1,Caazapá,Department
13.63801209,ARG,Argentina,ARG.22_1,Santiago del Estero,Province
12.08418951,ARG,Argentina,ARG.14_1,Misiones,Province
12.52686148,SWZ,Swaziland,SWZ.1_1,Hhohho,District
12.6820502,MOZ,Mozambique,MOZ.5_1,Maputo City,Province
10.83499496,PRY,Paraguay,PRY.15_1,Ñeembucú,Department
12.68253166,SWZ,Swaziland,SWZ.2_1,Lubombo,District
14.12112999,AUS,Australia,AUS.8_1,South Australia,State
13.10503973,ARG,Argentina,ARG.24_1,Tucumán,Province
11.74252079,PRY,Paraguay,PRY.13_1,Itapúa,Department
12.5241923,SWZ,Swaziland,SWZ.3_1,Manzini,District
10.86785553,PRY,Paraguay,PRY.14_1,Misiones,Department
16.20256351,ZAF,South Africa,ZAF.2_1,Free State,Province
12.35724179,SWZ,Swaziland,SWZ.4_1,Shiselweni,District
12.25253113,ZAF,South Africa,ZAF.4_1,KwaZulu-Natal,Province
10.36357101,BRA,Brazil,BRA.21_1,Rio Grande do Sul,State
11.46159968,ARG,Argentina,ARG.7_1,Corrientes,Province
13.96556019,ARG,Argentina,ARG.12_1,La Rioja,Province
12.55112239,ARG,Argentina,ARG.21_1,Santa Fe,Province
13.10480312,AUS,Australia,AUS.5_1,New South Wales,State
13.57638789,ARG,Argentina,ARG.18_1,San Juan,Province
12.8341198,LSO,Lesotho,LSO.2_1,Butha-Buthe,District
13.35230007,LSO,Lesotho,LSO.3_1,Leribe,District
11.88666655,LSO,Lesotho,LSO.7_1,Mokhotlong,District
10.87528581,CHL,Chile,CHL.7_1,Coquimbo,Region
14.15504266,LSO,Lesotho,LSO.1_1,Berea,District
4.2154198,NZL,New Zealand,NZL.10_1,Northern Islands,Group of islands
14.02836917,LSO,Lesotho,LSO.5_1,Maseru,District
12.8911249,LSO,Lesotho,LSO.10_1,Thaba-Tseka,District
13.45054678,ARG,Argentina,ARG.6_1,Córdoba,Province
14.42716251,LSO,Lesotho,LSO.4_1,Mafeteng,District
12.76196265,LSO,Lesotho,LSO.8_1,Qacha's Nek,District
13.75877284,LSO,Lesotho,LSO.6_1,Mohale's Hoek,District
13.4079308,LSO,Lesotho,LSO.9_1,Quthing,District
13.52395846,ZAF,South Africa,ZAF.1_1,Eastern Cape,Province
12.24987069,ARG,Argentina,ARG.8_1,Entre Ríos,Province
11.90199059,URY,Uruguay,URY.1_1,Artigas,Department
13.65549124,ZAF,South Africa,ZAF.9_1,Western Cape,Province
12.1840128,URY,Uruguay,URY.15_1,Salto,Department
11.13703731,URY,Uruguay,URY.13_1,Rivera,Department
12.10069809,URY,Uruguay,URY.18_1,Tacuarembó,Department
12.1092178,URY,Uruguay,URY.11_1,Paysandú,Department
11.15890735,URY,Uruguay,URY.3_1,Cerro Largo,Department
15.11447153,ARG,Argentina,ARG.19_1,San Luis,Province
11.90995051,CHL,Chile,CHL.16_1,Valparaíso,Region
15.21133011,ARG,Argentina,ARG.13_1,Mendoza,Province
11.93006127,URY,Uruguay,URY.12_1,Río Negro,Department
11.97599553,URY,Uruguay,URY.5_1,Durazno,Department
10.92979618,URY,Uruguay,URY.19_1,Treinta y Tres,Department
11.8142043,CHL,Chile,CHL.14_1,Región Metropolitana de Santiago,Region
11.78300609,URY,Uruguay,URY.17_1,Soriano,Department
11.58940765,URY,Uruguay,URY.7_1,Florida,Department
12.14095884,URY,Uruguay,URY.6_1,Flores,Department
10.59065542,URY,Uruguay,URY.8_1,Lavalleja,Department
9.373447368,URY,Uruguay,URY.14_1,Rocha,Department
12.73659068,ARG,Argentina,ARG.1_1,Buenos Aires,Province
11.66463581,CHL,Chile,CHL.8_1,Libertador General Bernardo O'Higgins,Region
11.0744087,URY,Uruguay,URY.4_1,Colonia,Department
11.17772383,URY,Uruguay,URY.16_1,San José,Department
9.024106733,URY,Uruguay,URY.9_1,Maldonado,Department
11.69148912,AUS,Australia,AUS.10_1,Victoria,State
10.18575307,URY,Uruguay,URY.2_1,Canelones,Department
9.76227,ARG,Argentina,ARG.5_1,Ciudad de Buenos Aires,Federal District
7.376565347,NZL,New Zealand,NZL.11_1,Northland,Region
12.23052815,CHL,Chile,CHL.12_1,Maule,Region
15.78433925,ARG,Argentina,ARG.11_1,La Pampa,Province
12.6451,AUS,Australia,AUS.2_1,Australian Capital Territory,Territory
12.37552272,CHL,Chile,CHL.13_1,Ñuble,Region
14.41462906,ARG,Argentina,ARG.15_1,Neuquén,Province
7.763138841,NZL,New Zealand,NZL.1_1,Auckland,Region
11.52516535,CHL,Chile,CHL.6_1,Bío-Bío,Region
9.640620642,NZL,New Zealand,NZL.17_1,Waikato,Region
5.7715502,SHN,Saint Helena,SHN.3_1,Tristan da Cunha,Dependency
9.340177502,NZL,New Zealand,NZL.2_1,Bay of Plenty,Region
11.97190077,CHL,Chile,CHL.3_1,Araucanía,Region
8.95578807,NZL,New Zealand,NZL.5_1,Gisborne,Region
14.3284827,ARG,Argentina,ARG.16_1,Río Negro,Province
9.444162915,NZL,New Zealand,NZL.7_1,Manawatu-Wanganui,Region
8.719864668,NZL,New Zealand,NZL.15_1,Taranaki,Region
9.693297773,NZL,New Zealand,NZL.6_1,Hawke's Bay,Region
10.34346054,CHL,Chile,CHL.10_1,Los Ríos,Region
8.68774294,AUS,Australia,AUS.9_1,Tasmania,State
8.436464803,CHL,Chile,CHL.9_1,Los Lagos,Region
9.471552989,NZL,New Zealand,NZL.16_1,Tasman,Region
8.202598703,NZL,New Zealand,NZL.18_1,Wellington,Region
8.820019867,NZL,New Zealand,NZL.19_1,West Coast,Region
9.5953598,NZL,New Zealand,NZL.9_1,Nelson,Region
10.16861901,NZL,New Zealand,NZL.8_1,Marlborough,Region
10.67464675,NZL,New Zealand,NZL.3_1,Canterbury,Region
12.104946,ARG,Argentina,ARG.4_1,Chubut,Province
6.497256667,NZL,New Zealand,NZL.4_1,Chatham Islands,Territory
7.135332355,CHL,Chile,CHL.1_1,Aisén del General Carlos Ibáñez del Campo,Region
10.4772894,NZL,New Zealand,NZL.12_1,Otago,Region
8.153590721,NZL,New Zealand,NZL.14_1,Southland,Region
10.55845575,ARG,Argentina,ARG.20_1,Santa Cruz,Province
4.8427399,ATF,French Southern Territories,ATF.1_1,Îles Crozet,District
7.009103912,CHL,Chile,CHL.11_1,Magallanes y Antártica Chilena,Region
6.228057687,ATF,French Southern Territories,ATF.4_1,Kerguelen,District
3.53994,NZL,New Zealand,NZL.13_1,Southern Islands,Group of islands
6.807830265,ARG,Argentina,ARG.23_1,Tierra del Fuego,National Territory
