GID_0,NAME_0,GID_1,NAME_1,ENGTYPE_1,Sand,Silt,Clay,OC,CN,pH
CIV,C??te d'Ivoire,CIV.2_1,Bas-Sassandra,District,54.25,13.716666666666667,32.00000000000001,1.495,13.0,5.183333333333333
GHA,Ghana,GHA.3_1,Central,Region,53.6,15.8,30.6,2.25,14.0,5.1
GHA,Ghana,GHA.5_1,Greater Accra,Region,22.4,24.5,53.0,0.69,13.0,7.8
NGA,Nigeria,NGA.10_1,Delta,State,35.9,20.650000000000002,43.5,1.795,14.0,5.65
NGA,Nigeria,NGA.17_1,Imo,State,44.25,23.599999999999998,32.15,1.695,12.5,4.65
CMR,Cameroon,CMR.8_1,Ouest,Region,25.675,21.050000000000004,53.325,2.3625,11.5,5.225
CMR,Cameroon,CMR.2_1,Centre,Region,30.764705882352942,18.2,51.04117647058823,1.9188235294117646,11.294117647058824,5.105882352941175
CMR,Cameroon,CMR.3_1,Est,Region,31.230000000000008,18.18,50.606666666666676,1.872666666666667,11.433333333333334,5.116666666666665
CAF,Central African Republic,CAF.12_1,Ombella-M'Poko,Prefecture,30.985714285714284,18.714285714285715,50.31428571428571,1.8399999999999999,11.428571428571429,5.057142857142857
SSD,South Sudan,SSD.1_1,Central Equatoria,State,55.09166666666667,15.466666666666667,29.5,1.0333333333333334,13.166666666666666,5.875
SSD,South Sudan,SSD.2_1,Eastern Equatoria,State,45.3,18.046666666666667,36.63999999999999,0.6026666666666666,12.333333333333334,7.186666666666667
MYS,Malaysia,MYS.2_1,Kedah,State,53.6,15.8,30.6,2.25,14.0,5.1
MYS,Malaysia,MYS.9_1,Perak,State,51.800000000000004,16.566666666666666,31.63333333333333,2.091666666666667,13.666666666666666,5.316666666666666
MYS,Malaysia,MYS.3_1,Kelantan,State,53.6,15.8,30.6,2.25,14.0,5.1
PHL,Philippines,PHL.67_1,Sarangani,Province,53.6,15.8,30.6,2.25,14.0,5.1
COL,Colombia,COL.25_1,Risaralda,Department,49.95,28.75,21.299999999999997,4.0,16.5,6.25
COL,Colombia,COL.7_1,Caldas,Department,58.9,16.2,24.9,0.97,11.0,7.1
COL,Colombia,COL.14_1,Cundinamarca,Department,61.383333333333326,14.583333333333334,24.05,0.8516666666666666,10.666666666666666,6.8500000000000005
GUY,Guyana,GUY.8_1,Potaro-Siparuni,Region,48.833333333333336,16.933333333333334,34.233333333333334,1.2866666666666666,11.0,6.433333333333334
SUR,Suriname,SUR.5_1,Nickerie,District,57.0,15.6,27.1,1.09,12.0,5.3
SUR,Suriname,SUR.9_1,Sipaliwini,District,53.0103448275862,14.5,32.47931034482759,1.687931034482759,12.482758620689655,5.36206896551724
SUR,Suriname,SUR.6_1,Para,District,57.0,15.6,27.100000000000005,1.09,12.0,5.3
SUR,Suriname,SUR.4_1,Marowijne,District,28.7,18.4,52.9,1.92,11.0,5.1
GUF,French Guiana,GUF.2_1,Saint-Laurent-du-Maroni,Arrondissement,29.627272727272725,18.327272727272728,52.05454545454545,1.8881818181818184,11.181818181818182,5.109090909090909
GUF,French Guiana,GUF.1_1,Cayenne,Arrondissement,28.7,18.400000000000002,52.9,1.9200000000000004,11.0,5.1000000000000005
LBR,Liberia,LBR.15_1,Sinoe,County,52.6,7.8,39.5,1.23,14.0,4.8
LBR,Liberia,LBR.14_1,River Gee,County,58.9,16.2,24.9,0.97,11.0,7.1
NGA,Nigeria,NGA.1_1,Abia,State,38.9,17.6,43.6,1.57,13.0,5.2
CAF,Central African Republic,CAF.8_1,Mamb??r??-Kad???�,Prefecture,67.61428571428571,9.542857142857144,22.928571428571427,0.8771428571428572,12.142857142857142,5.5857142857142845
CAF,Central African Republic,CAF.3_1,Basse-Kotto,Prefecture,44.449999999999996,14.624999999999998,40.95,1.5074999999999998,11.25,5.300000000000001
SOM,Somalia,SOM.8_1,Hiiraan,Region,62.044444444444444,20.144444444444442,17.822222222222226,0.6533333333333333,10.333333333333334,7.533333333333333
IDN,Indonesia,IDN.1_1,Aceh,Province,37.76666666666667,22.250000000000004,39.90833333333334,2.9324999999999997,12.166666666666666,5.133333333333334
MYS,Malaysia,MYS.16_1,Trengganu,State,53.6,15.800000000000002,30.600000000000005,2.25,14.0,5.1
COL,Colombia,COL.30_1,Valle del Cauca,Department,51.35,16.75,31.9,1.2075,11.0,6.6
COL,Colombia,COL.29_1,Tolima,Department,51.1,25.04,23.9,1.314,10.0,6.960000000000001
COL,Colombia,COL.20_1,Meta,Department,32.22272727272729,21.172727272727265,46.62272727272727,2.0372727272727276,11.227272727272727,5.118181818181816
BRA,Brazil,BRA.23_1,Roraima,State,42.3421052631579,14.90175438596491,42.68245614035088,1.5622807017543858,12.157894736842104,5.198245614035088
SUR,Suriname,SUR.1_1,Brokopondo,District,68.4,10.5,21.2,0.6,10.0,6.3
LBR,Liberia,LBR.7_1,GrandKru,County,52.6,7.8,39.5,1.23,14.0,4.8
LBR,Liberia,LBR.10_1,Maryland,County,52.6,7.8,39.5,1.23,14.0,4.8
NGA,Nigeria,NGA.6_1,Bayelsa,State,22.299999999999997,30.25,47.45,2.295,14.0,5.1
NGA,Nigeria,NGA.33_1,Rivers,State,52.6,7.8,39.5,1.23,14.0,4.8
NGA,Nigeria,NGA.3_1,Akwa Ibom,State,52.6,7.8,39.5,1.23,14.0,4.8
CMR,Cameroon,CMR.5_1,Littoral,Region,38.26,14.16,47.540000000000006,1.6440000000000001,12.2,4.9799999999999995
CAF,Central African Republic,CAF.7_1,Lobaye,Prefecture,50.114285714285714,12.57142857142857,37.32857142857143,1.3499999999999999,11.714285714285714,5.285714285714286
COD,Democratic Republic of the Congo,COD.23_1,Sud-Ubangi,Province,35.60909090909092,15.163636363636364,49.190909090909095,1.8509090909090913,11.909090909090908,4.918181818181817
COD,Democratic Republic of the Congo,COD.20_1,Nord-Ubangi,Province,32.91764705882353,16.529411764705884,50.535294117647055,1.7982352941176472,11.529411764705882,5.047058823529412
COD,Democratic Republic of the Congo,COD.1_1,Bas-U??l??,Province,31.52368421052632,17.18947368421052,51.27105263157896,1.8368421052631578,11.421052631578947,5.073684210526316
COD,Democratic Republic of the Congo,COD.5_1,Haut-U??l??,Province,28.70000000000001,18.39999999999999,52.90000000000001,1.9200000000000004,11.0,5.099999999999998
KEN,Kenya,KEN.43_1,Turkana,County,57.28124999999999,17.493750000000002,25.237500000000004,0.87,11.5,6.925000000000001
SOM,Somalia,SOM.2_1,Bakool,Region,60.879999999999995,21.160000000000004,17.96,0.6679999999999999,10.4,7.4
MYS,Malaysia,MYS.8_1,Pahang,State,53.3125,15.850000000000001,30.8375,1.66375,13.5,5.2
MYS,Malaysia,MYS.14_1,Sarawak,State,50.669696969696965,19.006060606060604,30.32121212121212,7.743636363636364,19.151515151515152,4.987878787878787
GUY,Guyana,GUY.10_1,Upper Takutu-Upper Essequibo,Region,39.6625,17.8875,42.412499999999994,1.560625,11.25,5.6625
KEN,Kenya,KEN.25_1,Marsabit,County,57.03333333333334,20.761111111111113,22.25,0.6494444444444445,10.777777777777779,7.716666666666667
SOM,Somalia,SOM.7_1,Gedo,Region,60.785714285714285,19.785714285714285,19.442857142857143,0.6414285714285715,10.285714285714286,7.585714285714286
IDN,Indonesia,IDN.15_1,Kalimantan Timur,Province,51.68409090909092,18.640909090909087,29.67045454545454,3.2804545454545457,14.227272727272727,5.172727272727273
COL,Colombia,COL.15_1,Guain?�a,Commissiary,52.93157894736842,8.242105263157894,38.73157894736842,1.2163157894736842,13.842105263157896,4.921052631578947
BRA,Brazil,BRA.3_1,Amap?�,State,39.239393939393935,14.612121212121211,46.08787878787879,1.6145454545454543,12.090909090909092,5.0181818181818185
CAF,Central African Republic,CAF.16_1,Sangha-Mba??r??,Economic Prefecture,41.3,15.379999999999999,43.339999999999996,1.5899999999999999,11.2,5.260000000000001
COG,Republic of Congo,COG.7_1,Likouala,Region,55.91111111111111,16.8,27.27777777777778,3.3855555555555554,14.0,5.133333333333334
UGA,Uganda,UGA.58_1,Yumbe,District,58.9,16.2,24.9,0.97,11.0,7.1
UGA,Uganda,UGA.27_1,Kitgum,District,43.8,17.299999999999997,38.9,1.4449999999999998,11.0,6.1
UGA,Uganda,UGA.28_1,Kotido,District,37.08,17.24,45.64,1.65,11.8,5.539999999999999
KEN,Kenya,KEN.24_1,Mandera,County,60.225,20.674999999999997,19.175,0.27,8.0,7.65
SOM,Somalia,SOM.5_1,Bay,Region,64.1,15.646153846153844,20.299999999999997,0.6538461538461539,10.384615384615385,7.338461538461538
SOM,Somalia,SOM.14_1,Shabeellaha Dhexe,Region,34.56666666666666,21.733333333333334,43.63333333333333,0.7833333333333332,12.333333333333334,7.566666666666666
IDN,Indonesia,IDN.32_1,Sumatera Utara,Province,37.39333333333333,26.580000000000002,35.980000000000004,6.5406666666666675,16.733333333333334,5.013333333333334
MYS,Malaysia,MYS.15_1,Selangor,State,50.0,17.333333333333332,32.666666666666664,1.9333333333333333,13.333333333333334,5.533333333333334
COL,Colombia,COL.10_1,Cauca,Department,43.65,20.549999999999997,35.8,2.06,10.875,6.0249999999999995
COL,Colombia,COL.17_1,Huila,Department,61.6,14.2,24.200000000000003,0.8,10.5,6.75
CMR,Cameroon,CMR.10_1,Sud,Region,28.7,18.400000000000002,52.9,1.9200000000000006,11.0,5.1000000000000005
COD,Democratic Republic of the Congo,COD.18_1,Mongala,Province,44.175000000000004,11.299999999999999,44.449999999999996,1.6525,13.0,4.774999999999999
COD,Democratic Republic of the Congo,COD.6_1,Ituri,Province,30.58666666666666,18.193333333333335,51.22666666666666,1.9946666666666673,11.6,5.153333333333333
UGA,Uganda,UGA.3_1,Arua,District,63.650000000000006,13.35,23.049999999999997,0.7849999999999999,10.5,6.699999999999999
UGA,Uganda,UGA.8_1,Gulu,District,43.8,17.299999999999997,38.9,1.4449999999999998,11.0,6.1
UGA,Uganda,UGA.49_1,Pader,District,43.8,17.299999999999997,38.9,1.4449999999999998,11.0,6.1
KEN,Kenya,KEN.46_1,Wajir,County,53.01999999999999,26.779999999999998,20.220000000000002,0.2919999999999999,8.0,6.879999999999998
SOM,Somalia,SOM.15_1,Shabeellaha Hoose,Region,43.357142857142854,19.02857142857143,37.614285714285714,0.5714285714285714,11.0,8.071428571428571
COL,Colombia,COL.8_1,Caquet?�,Intendancy,43.237500000000004,13.558333333333332,43.15833333333334,1.6199999999999999,12.708333333333334,5.004166666666666
COL,Colombia,COL.16_1,Guaviare,Commissiary,41.44666666666667,12.746666666666668,45.75333333333333,1.5519999999999998,12.6,4.939999999999999
BRA,Brazil,BRA.14_1,Par?�,State,42.04150943396227,14.214779874213834,43.70345911949685,1.590440251572327,12.19182389937107,5.186477987421385
UGA,Uganda,UGA.47_1,Nebbi,District,35.85,18.9,45.2,2.23,12.5,5.949999999999999
UGA,Uganda,UGA.2_1,Apac,District,28.7,18.4,52.9,1.92,11.0,5.1
UGA,Uganda,UGA.33_1,Lira,District,34.6,24.35,41.05,4.24,13.0,5.05
UGA,Uganda,UGA.40_1,Moroto,District,49.65,15.5,34.75,1.245,13.0,6.199999999999999
MYS,Malaysia,MYS.7_1,Negeri Sembilan,State,57.650000000000006,15.100000000000001,27.25,1.58,14.0,5.25
MYS,Malaysia,MYS.1_1,Johor,State,53.6,15.800000000000002,30.600000000000005,2.25,14.0,5.1
COL,Colombia,COL.21_1,Nari??o,Department,44.0,27.728571428571424,28.28571428571428,3.031428571428571,14.0,6.228571428571429
BRA,Brazil,BRA.4_1,Amazonas,State,50.22133995037222,9.520099255583125,40.176426799007444,1.370372208436725,13.45409429280397,4.881885856079403
GNQ,Equatorial Guinea,GNQ.4_1,Centro Sur,Province,28.7,18.4,52.9,1.92,11.0,5.1
GNQ,Equatorial Guinea,GNQ.7_1,Wele-Nzas,Province,28.7,18.4,52.9,1.92,11.0,5.1
GNQ,Equatorial Guinea,GNQ.5_1,Ki??-Ntem,Province,28.7,18.4,52.9,1.92,11.0,5.1
GAB,Gabon,GAB.9_1,Wouleu-Ntem,Province,29.8,17.82,52.36,2.0879999999999996,10.4,5.08
COG,Republic of Congo,COG.12_1,Sangha,Region,38.92142857142857,16.31428571428572,44.728571428571435,2.336428571428571,12.642857142857142,4.978571428571428
COD,Democratic Republic of the Congo,COD.2_1,?�quateur,Province,34.58148148148148,17.874074074074077,47.507407407407406,2.833333333333334,12.222222222222221,4.781481481481482
COD,Democratic Republic of the Congo,COD.25_1,Tshopo,Province,42.74716981132075,12.573584905660375,44.63584905660377,1.521698113207547,12.849056603773585,4.939622641509434
UGA,Uganda,UGA.31_1,Lake Albert,Water body,0.0,0.0,0.0,0.0,0.0,0.0
UGA,Uganda,UGA.36_1,Masindi,District,28.7,18.4,52.9,1.92,11.0,5.1
UGA,Uganda,UGA.22_1,Katakwi,District,36.7,19.5,43.849999999999994,1.6400000000000001,12.5,4.949999999999999
UGA,Uganda,UGA.45_1,Nakapiripirit,District,44.7,20.6,34.8,1.36,14.0,4.8
KEN,Kenya,KEN.47_1,West Pokot,County,58.9,16.2,24.9,0.97,11.0,7.1
KEN,Kenya,KEN.37_1,Samburu,County,58.459999999999994,22.52,19.040000000000003,0.352,8.2,6.68
IDN,Indonesia,IDN.24_1,Riau,Province,45.176190476190484,28.266666666666662,26.542857142857148,25.600952380952382,36.42857142857143,4.68095238095238
COL,Colombia,COL.23_1,Putumayo,Intendancy,52.239999999999995,12.139999999999997,35.6,1.19,12.0,5.62
COL,Colombia,COL.31_1,Vaup??s,Commissiary,53.50000000000001,8.999999999999998,37.41428571428571,1.192857142857143,13.571428571428571,5.128571428571427
GNQ,Equatorial Guinea,GNQ.6_1,Litoral,Province,60.2,10.85,29.0,1.095,11.5,5.5
GAB,Gabon,GAB.6_1,Ogoou??-Ivindo,Province,29.2,18.136363636363637,52.65454545454545,1.9963636363636363,10.727272727272727,5.090909090909091
COD,Democratic Republic of the Congo,COD.26_1,Tshuapa,Province,50.85428571428571,8.76,40.3,1.2977142857142856,13.82857142857143,4.82
UGA,Uganda,UGA.9_1,Hoima,District,28.7,18.4,52.9,1.92,11.0,5.1
UGA,Uganda,UGA.34_1,Luwero,District,28.7,18.4,52.9,1.92,11.0,5.1
UGA,Uganda,UGA.46_1,Nakasongola,District,28.7,18.4,52.9,1.92,11.0,5.1
UGA,Uganda,UGA.17_1,Kamuli,District,28.7,18.4,52.9,1.92,11.0,5.1
UGA,Uganda,UGA.29_1,Kumi,District,42.6,25.450000000000003,32.0,3.96,14.5,4.9
UGA,Uganda,UGA.20_1,Kapchorwa,District,6.4,29.8,63.9,4.04,11.0,5.5
KEN,Kenya,KEN.1_1,Baringo,County,61.25,15.925,22.825000000000003,0.8525,10.5,6.925000000000001
KEN,Kenya,KEN.9_1,Isiolo,County,62.18333333333334,15.966666666666669,21.96666666666667,0.39666666666666667,9.5,7.766666666666668
SOM,Somalia,SOM.9_1,Jubbada Dhexe,Region,55.8,17.375,26.9,0.36750000000000005,8.75,8.025
IDN,Indonesia,IDN.12_1,Kalimantan Barat,Province,50.28888888888888,21.944444444444446,27.761111111111113,8.601944444444447,19.666666666666668,4.980555555555556
IDN,Indonesia,IDN.29_1,Sulawesi Utara,Province,52.800000000000004,21.166666666666668,26.066666666666666,1.3066666666666669,11.0,6.1000000000000005
IDN,Indonesia,IDN.18_1,Maluku Utara,Province,29.95,29.0,41.05,2.935,10.5,5.699999999999999
ECU,Ecuador,ECU.8_1,Esmeraldas,Province,39.6,25.5,34.96666666666667,3.39,16.0,5.266666666666667
ECU,Ecuador,ECU.4_1,Carchi,Province,57.05,18.6,24.35,2.415,11.0,6.199999999999999
GAB,Gabon,GAB.1_1,Estuaire,Province,49.38000000000001,11.52,39.040000000000006,1.956,10.0,5.140000000000001
COG,Republic of Congo,COG.3_1,Cuvette-Ouest,Region,52.083333333333336,12.166666666666666,35.766666666666666,1.255,12.333333333333334,5.499999999999999
COD,Democratic Republic of the Congo,COD.19_1,Nord-Kivu,Province,26.592857142857138,22.400000000000002,51.057142857142864,2.439285714285714,11.928571428571429,5.614285714285715
UGA,Uganda,UGA.5_1,Bundibugyo,District,28.7,18.4,52.9,1.92,11.0,5.1
UGA,Uganda,UGA.30_1,Kyenjojo,District,61.7,14.4,23.9,0.91,14.0,5.4
UGA,Uganda,UGA.24_1,Kibale,District,61.7,14.4,23.9,0.91,14.0,5.4
UGA,Uganda,UGA.25_1,Kiboga,District,28.7,18.4,52.9,1.92,11.0,5.1
UGA,Uganda,UGA.10_1,Iganga,District,28.7,18.4,52.9,1.92,11.0,5.1
UGA,Uganda,UGA.38_1,Mbale,District,28.7,18.4,52.9,1.92,11.0,5.1
KEN,Kenya,KEN.3_1,Bungoma,County,6.4,29.8,63.9,4.04,11.0,5.5
KEN,Kenya,KEN.44_1,Uasin Gishu,County,6.4,29.8,63.9,4.04,11.0,5.5
KEN,Kenya,KEN.7_1,Garissa,County,63.6,18.418181818181818,18.036363636363635,0.3490909090909091,10.181818181818182,6.490909090909091
SOM,Somalia,SOM.10_1,Jubbada Hoose,Region,66.425,12.45,21.2375,0.39125000000000004,11.25,7.2875
IDN,Indonesia,IDN.27_1,Sulawesi Tengah,Province,43.91428571428572,19.914285714285715,36.114285714285714,2.41,11.714285714285714,5.414285714285714
IDN,Indonesia,IDN.6_1,Gorontalo,Province,48.025,18.05,33.9,2.5225,13.5,5.074999999999999
ECU,Ecuador,ECU.11_1,Imbabura,Province,57.05,18.6,24.35,2.415,11.0,6.199999999999999
ECU,Ecuador,ECU.22_1,Sucumbios,Province,56.65714285714286,10.585714285714285,32.714285714285715,1.0657142857142858,12.571428571428571,5.671428571428571
COG,Republic of Congo,COG.4_1,Cuvette,Region,46.80833333333334,21.433333333333337,31.741666666666664,4.316666666666666,14.166666666666666,5.033333333333333
UGA,Uganda,UGA.21_1,Kasese,District,61.7,14.4,23.9,0.91,14.0,5.4
UGA,Uganda,UGA.42_1,Mpigi,District,61.7,14.4,23.9,0.91,14.0,5.4
UGA,Uganda,UGA.43_1,Mubende,District,28.7,18.4,52.9,1.92,11.0,5.1
UGA,Uganda,UGA.57_1,Wakiso,District,28.7,18.4,52.9,1.92,11.0,5.1
UGA,Uganda,UGA.44_1,Mukono,District,28.7,18.4,52.9,1.92,11.0,5.1
UGA,Uganda,UGA.32_1,Lake Victoria,Water body,28.7,18.4,52.9,1.92,11.0,5.1
KEN,Kenya,KEN.38_1,Siaya,County,28.7,18.4,52.9,1.92,11.0,5.1
KEN,Kenya,KEN.11_1,Kakamega,County,6.4,29.8,63.9,4.04,11.0,5.5
KEN,Kenya,KEN.20_1,Laikipia,County,50.75,14.45,34.85,1.14,9.5,6.15
KEN,Kenya,KEN.26_1,Meru,County,68.3,15.1,16.6,0.5,9.0,6.4
IDN,Indonesia,IDN.30_1,Sumatera Barat,Province,37.075,23.200000000000003,39.65,3.26875,12.125,5.050000000000001
IDN,Indonesia,IDN.14_1,Kalimantan Tengah,Province,53.256410256410255,19.825641025641023,26.925641025641017,4.997948717948717,17.974358974358974,4.812820512820513
ECU,Ecuador,ECU.14_1,Manabi,Province,49.574999999999996,14.9,35.625,1.2875,13.25,5.800000000000001
ECU,Ecuador,ECU.21_1,Santo Domingo de los Tsachilas,Province,58.9,16.2,24.9,0.97,11.0,7.1
ECU,Ecuador,ECU.19_1,Pichincha,Province,55.2,21.0,23.8,3.86,11.0,5.3
ECU,Ecuador,ECU.16_1,Napo,Province,51.349999999999994,16.75,31.9,1.2075,11.0,6.6
ECU,Ecuador,ECU.17_1,Orellana,Province,49.08,11.599999999999998,39.260000000000005,1.316,12.8,5.32
PER,Peru,PER.17_1,Loreto,Region,52.08723404255322,8.857446808510636,38.95744680851064,1.3265957446808514,13.851063829787234,4.832978723404255
COL,Colombia,COL.1_1,Amazonas,Commissiary,52.599999999999994,7.800000000000001,39.5,1.23,14.0,4.8
GAB,Gabon,GAB.3_1,Moyen-Ogoou??,Province,34.76666666666667,23.46666666666667,41.733333333333334,2.56,9.0,4.833333333333333
GAB,Gabon,GAB.7_1,Ogoou??-Lolo,Province,30.27142857142857,17.571428571428573,52.12857142857142,2.1599999999999997,10.142857142857142,5.071428571428571
GAB,Gabon,GAB.2_1,Haut-Ogoou??,Province,47.2,13.175,39.6,1.9274999999999998,9.75,5.25
COD,Democratic Republic of the Congo,COD.17_1,Maniema,Province,37.47428571428573,17.834285714285713,44.768571428571434,1.6577142857142857,12.942857142857143,5.208571428571429
UGA,Uganda,UGA.6_1,Bushenyi,District,61.7,14.4,23.9,0.91,14.0,5.4
UGA,Uganda,UGA.39_1,Mbarara,District,28.7,18.4,52.9,1.92,11.0,5.1
UGA,Uganda,UGA.53_1,Sembabule,District,61.7,14.4,23.9,0.91,14.0,5.4
UGA,Uganda,UGA.35_1,Masaka,District,0.0,0.0,0.0,0.0,0.0,0.0
KEN,Kenya,KEN.17_1,Kisumu,County,40.4,14.8,44.6,1.52,15.0,5.3
KEN,Kenya,KEN.12_1,Kericho,County,6.4,29.8,63.9,4.04,11.0,5.5
KEN,Kenya,KEN.31_1,Nakuru,County,52.9,24.6,22.55,2.17,11.0,6.35
KEN,Kenya,KEN.35_1,Nyandarua,County,58.9,16.2,24.9,0.97,11.0,7.1
KEN,Kenya,KEN.36_1,Nyeri,County,6.4,29.8,63.9,4.04,11.0,5.5
KEN,Kenya,KEN.41_1,Tharaka-Nithi,County,31.2,39.6,29.2,3.95,10.0,6.3
KEN,Kenya,KEN.18_1,Kitui,County,74.6,9.6,15.9,0.39,12.0,6.4
KEN,Kenya,KEN.40_1,Tana River,County,74.4,9.699999999999998,16.0,0.38666666666666666,11.555555555555555,6.488888888888889
ECU,Ecuador,ECU.13_1,Los Rios,Province,55.9,27.049999999999997,17.1,4.09,18.0,6.0
ECU,Ecuador,ECU.6_1,Cotopaxi,Province,41.0,41.3,17.7,7.03,22.0,5.4
GAB,Gabon,GAB.8_1,Ogoou??-Maritime,Province,45.199999999999996,33.38333333333333,21.516666666666666,1.845,11.166666666666666,4.733333333333333
GAB,Gabon,GAB.4_1,Ngouni??,Province,40.14,14.38,45.42999999999999,2.1060000000000003,9.9,5.1
COD,Democratic Republic of the Congo,COD.16_1,Ma?�-Ndombe,Province,56.32424242424242,7.678787878787878,35.92424242424242,1.1345454545454545,13.757575757575758,4.9757575757575765
UGA,Uganda,UGA.19_1,Kanungu,District,31.2,39.6,29.2,3.95,10.0,6.3
UGA,Uganda,UGA.48_1,Ntungamo,District,6.4,29.8,63.9,4.04,11.0,5.5
UGA,Uganda,UGA.51_1,Rakai,District,40.5,30.3,29.2,6.56,15.0,5.0
KEN,Kenya,KEN.27_1,Migori,County,40.4,14.8,44.6,1.52,15.0,5.3
KEN,Kenya,KEN.16_1,Kisii,County,6.4,29.8,63.9,4.04,11.0,5.5
KEN,Kenya,KEN.2_1,Bomet,County,25.1,12.2,62.7,0.68,19.0,7.2
KEN,Kenya,KEN.33_1,Narok,County,58.62499999999999,18.674999999999997,22.75,1.5675000000000003,12.0,6.8
KEN,Kenya,KEN.29_1,Murang'a,County,6.4,29.8,63.9,4.04,11.0,5.5
KEN,Kenya,KEN.6_1,Embu,County,68.4,10.5,21.2,0.6,10.0,6.3
IDN,Indonesia,IDN.8_1,Jambi,Province,43.958333333333336,24.791666666666668,31.25833333333334,10.228333333333333,20.833333333333332,4.941666666666667
IDN,Indonesia,IDN.22_1,Papua Barat,Province,45.79,22.884999999999998,31.320000000000004,6.8805,14.55,5.470000000000001
ECU,Ecuador,ECU.10_1,Guayas,Province,62.075,11.15,26.85,0.855,15.25,7.0
ECU,Ecuador,ECU.2_1,Bolivar,Province,58.9,16.2,24.9,0.97,11.0,7.1
ECU,Ecuador,ECU.23_1,Tungurahua,Province,31.2,39.6,29.2,3.95,10.0,6.3
ECU,Ecuador,ECU.18_1,Pastaza,Province,38.6625,13.5,47.775000000000006,1.77125,12.875,4.9125
BRA,Brazil,BRA.10_1,Maranh?�o,State,54.21975308641976,13.086419753086417,32.687654320987654,1.3146913580246913,12.975308641975309,5.471604938271605
COG,Republic of Congo,COG.9_1,Plateaux,Region,76.59,9.49,13.979999999999999,1.6239999999999999,13.1,5.720000000000001
RWA,Rwanda,RWA.1_1,Amajyaruguru,Province,31.2,39.6,29.2,3.95,10.0,6.3
RWA,Rwanda,RWA.3_1,Iburasirazuba,Province,28.7,18.4,52.9,1.92,11.0,5.1
TZA,Tanzania,TZA.6_1,Kagera,Region,63.17142857142858,13.814285714285713,23.08571428571429,1.49,12.285714285714286,6.014285714285713
TZA,Tanzania,TZA.12_1,Mara,Region,32.42,12.64,54.94,0.7260000000000001,18.0,6.840000000000001
KEN,Kenya,KEN.10_1,Kajiado,County,62.7,13.919999999999998,23.419999999999998,0.8220000000000001,10.6,6.779999999999999
KEN,Kenya,KEN.22_1,Machakos,County,32.6,16.85,50.55,1.06,14.5,6.45
ECU,Ecuador,ECU.20_1,Santa Elena,Province,81.6,6.8,11.7,0.44,14.0,7.6
ECU,Ecuador,ECU.5_1,Chimborazo,Province,41.0,41.3,17.7,7.03,22.0,5.4
ECU,Ecuador,ECU.15_1,Morona Santiago,Province,48.666666666666664,16.433333333333334,34.86666666666667,2.1283333333333334,12.5,5.7
COD,Democratic Republic of the Congo,COD.21_1,Sankuru,Province,52.11071428571427,8.150000000000002,39.646428571428565,1.242142857142857,13.964285714285714,4.814285714285715
COD,Democratic Republic of the Congo,COD.22_1,Sud-Kivu,Province,23.733333333333334,23.293333333333337,53.07333333333333,2.722666666666667,12.066666666666666,5.34
RWA,Rwanda,RWA.4_1,Iburengerazuba,Province,55.2,21.0,23.8,3.86,11.0,5.3
RWA,Rwanda,RWA.2_1,Amajyepfo,Province,6.4,29.8,63.9,4.04,11.0,5.5
TZA,Tanzania,TZA.16_1,Mwanza,Region,25.1,12.2,62.7,0.68,19.0,7.2
TZA,Tanzania,TZA.1_1,Arusha,Region,50.544444444444444,16.84444444444445,32.67777777777778,1.511111111111111,12.777777777777779,6.555555555555555
KEN,Kenya,KEN.23_1,Makueni,County,57.5,12.2,30.25,0.9550000000000001,13.5,5.85
KEN,Kenya,KEN.21_1,Lamu,County,74.6,9.6,15.9,0.39,12.0,6.4
IDN,Indonesia,IDN.31_1,Sumatera Selatan,Province,46.84347826086957,27.617391304347827,25.543478260869566,12.47782608695652,22.608695652173914,4.891304347826087
IDN,Indonesia,IDN.3_1,Bangka Belitung,Province,67.9,28.7,3.6,1.65,16.0,5.0
IDN,Indonesia,IDN.13_1,Kalimantan Selatan,Province,40.0625,19.05,40.825,7.737500000000001,19.125,4.9
IDN,Indonesia,IDN.25_1,Sulawesi Barat,Province,40.26666666666667,26.666666666666668,33.06666666666666,2.5833333333333335,12.333333333333334,4.866666666666666
IDN,Indonesia,IDN.26_1,Sulawesi Selatan,Province,40.940000000000005,21.13,37.92,1.952,13.0,5.409999999999999
IDN,Indonesia,IDN.23_1,Papua,Province,46.324,26.796,26.886666666666667,14.694666666666668,14.8,5.731999999999999
ECU,Ecuador,ECU.3_1,Ca??ar,Province,55.2,21.0,23.8,3.86,11.0,5.3
BRA,Brazil,BRA.24_1,Santa Catarina,State,30.627586206896552,20.53793103448276,48.80689655172414,2.9137931034482754,13.551724137931034,5.134482758620691
GAB,Gabon,GAB.5_1,Nyanga,Province,36.82857142857143,14.4,48.67142857142857,2.5414285714285714,8.857142857142858,4.971428571428571
COG,Republic of Congo,COG.8_1,Niari,Region,43.6375,11.774999999999999,44.525000000000006,1.48875,12.875,4.9125
COG,Republic of Congo,COG.6_1,L??koumou,Region,47.166666666666664,12.35,40.46666666666667,1.415,12.166666666666666,5.133333333333334
COD,Democratic Republic of the Congo,COD.9_1,Kasa?�,Province,57.93461538461539,9.400000000000002,32.66538461538461,1.0999999999999999,13.26923076923077,5.161538461538461
