,GID_0,NAME_0,NAME_1,ENGTYPE_1,Sand,Silt,Clay,OC,CN
TCD.21_1,TCD,Chad,Tibesti,Region,58.5,16.94,24.56,0.9,10.68
SAU.11_1,SAU,Saudi Arabia,Makkah,Region,57.68611111111112,18.80277777777778,23.53055555555555,0.7438888888888887,10.11111111111111
OMN.1_1,OMN,Oman,Ad Dakhliyah,Region,61.2,17.049999999999997,21.799999999999997,0.615,9.5
OMN.3_1,OMN,Oman,Al Batinah South,Region,58.9,16.2,24.9,0.97,11.0
OMN.11_1,OMN,Oman,Muscat,Province,58.9,16.2,24.9,0.97,11.0
VNM.26_1,VNM,Vietnam,H?� Giang,Province,53.6,15.800000000000002,30.600000000000005,2.25,14.0
TWN.5_1,TWN,Taiwan,Tainan,Special Municipality,42.8,20.4,36.8,1.3,12.0
MEX.18_1,MEX,Mexico,Nayarit,State,67.225,18.2375,14.5875,0.97375,10.75
CUB.13_1,CUB,Cuba,Pinar del R?�o,Province,53.6,15.8,30.6,2.25,14.0
CUB.12_1,CUB,Cuba,Mayabeque,Province,68.4,10.5,21.2,0.6,10.0
CUB.11_1,CUB,Cuba,Matanzas,Province,61.0,13.15,25.9,1.425,12.0
CUB.16_1,CUB,Cuba,Villa Clara,Province,51.2,17.9,30.900000000000002,1.425,12.5
SDN.11_1,SDN,Sudan,Red Sea,State,54.52586206896552,21.668965517241375,23.848275862068963,0.5748275862068966,9.051724137931034
OMN.7_1,OMN,Oman,Ash Sharqiyah North,Region,61.2,17.049999999999997,21.8,0.615,9.5
BGD.1_1,BGD,Bangladesh,Barisal,Division,27.25,28.599999999999998,44.15,1.935,12.5
MMR.7_1,MMR,Myanmar,Magway,Division,44.19333333333334,18.273333333333333,37.513333333333335,2.9926666666666666,10.8
VNM.36_1,VNM,Vietnam,Lai Ch?�u,Province,53.6,15.800000000000002,30.600000000000005,2.25,14.0
VNM.38_1,VNM,Vietnam,L?�o Cai,Province,53.6,15.800000000000002,30.600000000000005,2.25,14.0
VNM.14_1,VNM,Vietnam,Cao B�??ng,Province,53.6,15.8,30.6,2.25,14.0
MEX.14_1,MEX,Mexico,Jalisco,State,51.425,23.479999999999997,25.12,1.214,11.95
MEX.1_1,MEX,Mexico,Aguascalientes,State,36.7,40.3,23.1,2.0,9.0
MEX.30_1,MEX,Mexico,Veracruz,State,43.53529411764706,23.147058823529417,33.32941176470588,1.42,14.411764705882353
CUB.14_1,CUB,Cuba,Sancti Sp?�ritus,Province,76.0,9.9,14.1,0.41,11.0
CUB.2_1,CUB,Cuba,Ciego de ?�vila,Province,46.75,11.35,41.95,0.64,14.5
MRT.7_1,MRT,Mauritania,Hodh ech Chargui,Region,64.22727272727273,16.713636363636365,19.077272727272728,0.5872727272727273,9.545454545454545
SDN.10_1,SDN,Sudan,Northern,State,51.22444444444443,24.607777777777777,24.167777777777783,0.3787777777777778,8.244444444444444
OMN.8_1,OMN,Oman,Ash Sharqiyah South,Region,63.5,17.9,18.7,0.26,8.0
IND.26_1,IND,India,Odisha,State,65.24102564102566,12.107692307692307,22.717948717948723,0.6020512820512822,11.205128205128204
MMR.8_1,MMR,Myanmar,Mandalay,Division,60.2375,13.675,26.1,1.41,12.25
LAO.10_1,LAO,Laos,Ph??ngsali,Province,53.6,15.8,30.6,2.25,14.0
VNM.20_1,VNM,Vietnam,?�i�?�n Bi?�n,Province,53.6,15.800000000000002,30.600000000000005,2.25,14.0
VNM.63_1,VNM,Vietnam,Y?�n B?�i,Province,53.6,15.8,30.6,2.25,14.0
VNM.60_1,VNM,Vietnam,Tuy?�n Quang,Province,57.650000000000006,15.100000000000001,27.25,1.58,14.0
VNM.4_1,VNM,Vietnam,B�?�c K�?�n,Province,53.6,15.8,30.6,2.25,14.0
VNM.35_1,VNM,Vietnam,L�?�ng S?�n,Province,53.6,15.800000000000002,30.600000000000005,2.25,14.0
MEX.11_1,MEX,Mexico,Guanajuato,State,53.92,26.43,19.68,1.408,10.4
MEX.31_1,MEX,Mexico,Yucat?�n,State,45.81111111111112,20.91111111111111,33.27777777777777,1.331111111111111,10.0
CUB.1_1,CUB,Cuba,Camag??ey,Province,53.875,12.25,33.925,1.0325,13.25
MLI.4_1,MLI,Mali,Kidal,Region,51.46097560975609,23.09512195121951,25.44390243902439,0.45219512195121947,8.585365853658537
TCD.3_1,TCD,Chad,Borkou,Region,61.287096774193564,17.03870967741935,21.674193548387088,0.7054838709677419,9.838709677419354
SDN.12_1,SDN,Sudan,River Nile,State,50.51428571428572,23.95142857142857,25.642857142857142,0.41457142857142854,8.142857142857142
OMN.6_1,OMN,Oman,Al Wusta,Region,62.62777777777777,17.377777777777776,20.09444444444444,0.26666666666666666,8.5
IND.20_1,IND,India,Maharashtra,State,29.460240963855426,22.577108433734935,47.901204819277105,0.790722891566265,13.506024096385541
VNM.52_1,VNM,Vietnam,S?�n La,Province,53.6,15.8,30.6,2.25,14.0
VNM.56_1,VNM,Vietnam,Th?�i Nguy?�n,Province,53.6,15.8,30.6,2.25,14.0
VNM.49_1,VNM,Vietnam,Qu�?�ng Ninh,Province,53.6,15.8,30.6,2.25,14.0
MEX.22_1,MEX,Mexico,Quer??taro,State,53.8,23.049999999999997,23.25,0.8049999999999999,16.0
MEX.13_1,MEX,Mexico,Hidalgo,State,59.13333333333333,19.05,21.849999999999998,0.8233333333333333,14.0
MEX.23_1,MEX,Mexico,Quintana Roo,State,46.407692307692315,22.930769230769233,30.661538461538456,1.4076923076923076,9.692307692307692
CUB.10_1,CUB,Cuba,Las Tunas,Province,30.75,24.700000000000003,44.55,0.875,14.0
CUB.7_1,CUB,Cuba,Holgu?�n,Province,23.5,27.4,49.1,2.63,14.0
MRT.4_1,MRT,Mauritania,Dakhlet Nouadhibou,Region,63.099999999999994,19.400000000000002,17.533333333333335,0.4566666666666666,9.0
MRT.9_1,MRT,Mauritania,Inchiri,Region,55.19,21.759999999999998,23.060000000000002,0.499,8.9
MMR.11_1,MMR,Myanmar,Rakhine,State,34.988888888888894,17.688888888888886,47.25555555555556,2.6555555555555554,8.88888888888889
LAO.7_1,LAO,Laos,Louang Namtha,Province,53.6,15.800000000000002,30.600000000000005,2.25,14.0
LAO.9_1,LAO,Laos,Oud??mxai,Province,53.6,15.800000000000002,30.600000000000005,2.25,14.0
VNM.44_1,VNM,Vietnam,Ph?? Th�?�,Province,53.6,15.8,30.6,2.25,14.0
VNM.27_1,VNM,Vietnam,H?� N�?�i,City,70.8,12.8,16.5,1.15,14.0
VNM.22_1,VNM,Vietnam,H�?�i D???�ng,Province,42.8,20.4,36.8,1.3,12.0
MEX.21_1,MEX,Mexico,Puebla,State,61.7,24.62727272727273,13.681818181818182,1.7227272727272727,11.545454545454545
MEX.4_1,MEX,Mexico,Campeche,State,53.371428571428574,19.985714285714288,26.64285714285714,1.0957142857142859,11.214285714285714
CUB.5_1,CUB,Cuba,Granma,Province,25.1,12.2,62.7,0.68,19.0
CUB.15_1,CUB,Cuba,Santiago de Cuba,Province,30.75,24.700000000000003,44.55,0.875,14.0
CUB.6_1,CUB,Cuba,Guant?�namo,Province,23.5,27.4,49.1,2.63,14.0
TCD.6_1,TCD,Chad,Ennedi Ouest,Region,57.50357142857143,17.910714285714285,24.585714285714285,0.8389285714285715,10.392857142857142
SAU.2_1,SAU,Saudi Arabia,Al Bahah,Region,58.9,16.2,24.9,0.97,11.0
SAU.1_1,SAU,Saudi Arabia,`Asir,Region,57.11052631578948,18.89473684210526,23.994736842105258,0.8289473684210528,10.368421052631579
OMN.9_1,OMN,Oman,Dhofar,Province,62.220588235294116,17.264705882352942,20.60588235294118,0.24852941176470592,7.911764705882353
LAO.2_1,LAO,Laos,Bokeo,Province,53.6,15.8,30.6,2.25,14.0
LAO.8_1,LAO,Laos,Louangphrabang,Province,53.6,15.799999999999999,30.599999999999998,2.25,14.0
LAO.5_1,LAO,Laos,Houaphan,Province,53.6,15.800000000000002,30.600000000000005,2.25,14.0
VNM.57_1,VNM,Vietnam,Thanh H??a,Province,50.0,17.333333333333332,32.666666666666664,1.9333333333333333,13.333333333333334
VNM.30_1,VNM,Vietnam,Ho?� B?�nh,Province,53.6,15.8,30.6,2.25,14.0
VNM.28_1,VNM,Vietnam,H?� Nam,Province,42.8,20.4,36.8,1.3,12.0
USA.12_1,USA,United States,Hawaii,State,58.9,16.2,24.9,0.97,11.0
MEX.16_1,MEX,Mexico,Michoac?�n,State,57.75333333333333,21.346666666666668,20.913333333333334,1.0293333333333332,12.066666666666666
MEX.15_1,MEX,Mexico,M??xico,State,70.83333333333333,17.883333333333333,11.316666666666668,0.93,11.666666666666666
HTI.6_1,HTI,Haiti,Nord-Ouest,Department,40.1,21.5,38.4,1.44,10.0
TCD.5_1,TCD,Chad,Ennedi Est,Region,55.66666666666666,19.466666666666665,24.866666666666664,0.7566666666666667,10.0
SDN.8_1,SDN,Sudan,North Darfur,State,56.546753246753255,20.21428571428571,23.309090909090912,0.5312987012987014,8.896103896103897
MMR.5_1,MMR,Myanmar,Kayah,State,53.6,15.8,30.6,2.25,14.0
THA.10_1,THA,Thailand,Chiang Mai,Province,53.6,15.8,30.6,2.25,14.0
THA.11_1,THA,Thailand,Chiang Rai,Province,53.6,15.8,30.6,2.25,14.0
LAO.15_1,LAO,Laos,Xaignabouri,Province,53.6,15.8,30.6,2.25,14.0
LAO.18_1,LAO,Laos,Xiangkhoang,Province,53.6,15.8,30.6,2.25,14.0
CHN.9_1,CHN,China,Hainan,Province,62.36666666666666,13.866666666666667,23.8,1.2033333333333334,12.333333333333334
MEX.8_1,MEX,Mexico,Colima,State,25.1,12.2,62.7,0.68,19.0
MEX.9_1,MEX,Mexico,Distrito Federal,Federal District,68.3,15.1,16.6,0.5,9.0
MEX.29_1,MEX,Mexico,Tlaxcala,State,64.5,26.2,9.3,1.4,11.0
HTI.7_1,HTI,Haiti,Nord,Department,40.1,21.5,38.4,1.44,10.0
DOM.4_1,DOM,Dominican Republic,Dajab??n,Province,32.7,30.3,37.1,3.28,12.0
DOM.30_1,DOM,Dominican Republic,Santiago,Province,36.4,37.2,26.4,1.07,9.0
DOM.14_1,DOM,Dominican Republic,La Vega,Province,25.1,12.2,62.7,0.68,19.0
DOM.15_1,DOM,Dominican Republic,Mar?�a Trinidad S?�nchez,Province,40.1,21.5,38.4,1.44,10.0
MRT.11_1,MRT,Mauritania,Tagant,Region,61.46363636363637,15.899999999999999,22.636363636363637,0.8418181818181818,10.454545454545455
SAU.12_1,SAU,Saudi Arabia,Najran,Region,62.14705882352941,18.01176470588235,19.86470588235294,0.7041176470588235,10.294117647058824
IND.32_1,IND,India,Telangana,State,48.73548387096774,13.861290322580643,37.393548387096786,0.6606451612903225,12.741935483870968
MMR.2_1,MMR,Myanmar,Bago,Division,41.239999999999995,19.28,39.52,1.4080000000000001,12.4
THA.23_1,THA,Thailand,Mae Hong Son,Province,53.6,15.8,30.6,2.25,14.0
THA.41_1,THA,Thailand,Phayao,Province,56.75,14.600000000000001,28.65,1.49,14.5
THA.32_1,THA,Thailand,Nan,Province,53.6,15.800000000000002,30.600000000000005,2.25,14.0
VNM.41_1,VNM,Vietnam,Ngh�?� An,Province,53.6,15.8,30.6,2.25,14.0
MEX.12_1,MEX,Mexico,Guerrero,State,58.40555555555555,14.961111111111112,26.644444444444446,0.7966666666666666,12.833333333333334
MEX.17_1,MEX,Mexico,Morelos,State,64.5,26.2,9.3,1.4,11.0
HTI.8_1,HTI,Haiti,Ouest,Department,40.1,21.5,38.4,1.44,10.0
DOM.12_1,DOM,Dominican Republic,La Estrelleta,Province,40.1,21.5,38.4,1.44,10.0
DOM.26_1,DOM,Dominican Republic,San Juan,Province,32.7,30.3,37.1,3.28,12.0
DOM.25_1,DOM,Dominican Republic,San Jos?? de Ocoa,Province,32.7,30.3,37.1,3.28,12.0
DOM.18_1,DOM,Dominican Republic,Monte Plata,Province,36.4,37.2,26.4,1.07,9.0
DOM.9_1,DOM,Dominican Republic,Hato Mayor,Province,64.3,12.2,23.5,0.63,10.0
DOM.11_1,DOM,Dominican Republic,La Altagracia,Province,32.7,30.3,37.1,3.28,12.0
MRT.13_1,MRT,Mauritania,Trarza,Region,53.23333333333333,24.733333333333334,22.03333333333333,0.5233333333333333,9.0
MLI.2_1,MLI,Mali,Gao,Region,79.04285714285714,9.067346938775511,12.012244897959187,0.3914285714285714,9.89795918367347
YEM.12_1,YEM,Yemen,Hadramawt,Governorate,60.03589743589744,16.194871794871794,23.843589743589746,0.2482051282051282,7.846153846153846
YEM.7_1,YEM,Yemen,Al Mahrah,Governorate,58.1578947368421,15.24736842105263,26.657894736842103,0.2121052631578947,7.631578947368421
IND.2_1,IND,India,Andhra Pradesh,State,54.06842105263158,16.223684210526322,29.731578947368426,0.654736842105263,11.473684210526315
MMR.6_1,MMR,Myanmar,Kayin,State,52.057142857142864,16.457142857142856,31.485714285714284,2.1142857142857143,13.714285714285714
THA.19_1,THA,Thailand,Lampang,Province,53.6,15.8,30.6,2.25,14.0
THA.47_1,THA,Thailand,Phrae,Province,53.6,15.8,30.6,2.25,14.0
LAO.14_1,LAO,Laos,Vientiane,Province,53.6,15.800000000000002,30.600000000000005,2.25,14.0
LAO.16_1,LAO,Laos,Xais??mboun,Special Region|Zone,53.6,15.8,30.6,2.25,14.0
LAO.3_1,LAO,Laos,Bolikhamxai,Province,53.6,15.799999999999999,30.599999999999998,2.25,14.0
MEX.20_1,MEX,Mexico,Oaxaca,State,57.16956521739131,18.356521739130436,24.52173913043479,1.272608695652174,11.652173913043478
MEX.27_1,MEX,Mexico,Tabasco,State,58.871428571428574,14.77142857142857,26.4,0.8285714285714284,12.428571428571429
BLZ.3_1,BLZ,Belize,Corozal,District,18.9,21.8,59.3,2.92,10.0
JAM.9_1,JAM,Jamaica,Saint Elizabeth,Parish,38.9,17.6,43.6,1.57,13.0
JAM.7_1,JAM,Jamaica,Saint Ann,Parish,38.9,17.6,43.6,1.57,13.0
DOM.19_1,DOM,Dominican Republic,Pedernales,Province,40.1,21.5,38.4,1.44,10.0
PRI.38_1,PRI,Puerto Rico,Jayuya,Municipality,53.6,15.8,30.6,2.25,14.0
PRI.13_1,PRI,Puerto Rico,Caguas,Municipality,36.4,37.2,26.4,1.07,9.0
MRT.3_1,MRT,Mauritania,Brakna,Region,62.03333333333333,15.833333333333334,22.133333333333336,0.8133333333333334,10.333333333333334
MRT.2_1,MRT,Mauritania,Assaba,Region,62.425,15.7875,21.7875,0.79375,10.25
NER.6_1,NER,Niger,Tahoua,Department,88.84285714285716,4.664285714285714,6.667857142857143,0.23285714285714287,9.928571428571429
IND.16_1,IND,India,Karnataka,State,51.13148148148151,14.546296296296303,34.3,0.6940740740740744,11.925925925925926
MMR.1_1,MMR,Myanmar,Ayeyarwady,Division,42.8,20.4,36.8,1.3,12.0
LAO.13_1,LAO,Laos,Vientiane [prefecture],Municipality|Prefecture,53.6,15.8,30.6,2.25,14.0
THA.4_1,THA,Thailand,Bueng Kan,Province,61.7,14.4,23.9,0.91,14.0
LAO.6_1,LAO,Laos,Khammouan,Province,54.660000000000004,15.879999999999999,29.459999999999997,1.9939999999999998,13.4
VNM.29_1,VNM,Vietnam,H?� T??nh,Province,53.6,15.8,30.6,2.25,14.0
PHL.7_1,PHL,Philippines,Apayao,Province,53.6,15.8,30.6,2.25,14.0
PHL.18_1,PHL,Philippines,Cagayan,Province,43.800000000000004,17.0,39.26666666666667,1.7966666666666669,13.333333333333334
MEX.5_1,MEX,Mexico,Chiapas,State,52.095000000000006,19.93,28.014999999999997,1.4614999999999998,11.6
GTM.12_1,GTM,Guatemala,Pet??n,Department,53.455555555555556,23.45555555555556,23.08888888888889,1.3188888888888888,10.88888888888889
BLZ.4_1,BLZ,Belize,Orange Walk,District,48.5,30.8,20.7,1.74,9.0
BLZ.1_1,BLZ,Belize,Belize,District,18.9,21.8,59.3,2.92,10.0
NER.2_1,NER,Niger,Diffa,Department,68.54347826086956,14.330434782608695,17.143478260869564,0.5104347826086957,9.478260869565217
ERI.2_1,ERI,Eritrea,Debub,Region,57.477777777777774,19.788888888888888,22.755555555555556,1.8644444444444446,10.11111111111111
SAU.10_1,SAU,Saudi Arabia,Jizan,Region,56.775,19.4,23.825000000000003,0.8025,10.25
THA.69_1,THA,Thailand,Tak,Province,54.95000000000001,15.566666666666668,29.483333333333334,2.026666666666667,14.0
THA.65_1,THA,Thailand,Sukhothai,Province,47.25,21.5,31.35,2.255,17.5
THA.75_1,THA,Thailand,Uttaradit,Province,53.6,15.8,30.6,2.25,14.0
THA.45_1,THA,Thailand,Phitsanulok,Province,49.36666666666667,19.599999999999998,31.100000000000005,2.2533333333333334,16.333333333333332
THA.21_1,THA,Thailand,Loei,Province,48.699999999999996,16.400000000000002,34.93333333333334,2.0233333333333334,13.666666666666666
THA.73_1,THA,Thailand,Udon Thani,Province,47.833333333333336,22.933333333333334,29.366666666666664,1.8099999999999998,18.666666666666668
THA.56_1,THA,Thailand,Sakon Nakhon,Province,51.3,20.8,28.0,1.585,17.5
THA.28_1,THA,Thailand,Nakhon Phanom,Province,57.650000000000006,15.100000000000001,27.25,1.58,14.0
VNM.46_1,VNM,Vietnam,Qu�?�ng B?�nh,Province,55.36666666666667,15.933333333333332,28.7,1.8233333333333333,13.0
PHL.1_1,PHL,Philippines,Abra,Province,53.6,15.8,30.6,2.25,14.0
BLZ.2_1,BLZ,Belize,Cayo,District,40.1,21.5,38.4,1.44,10.0
BLZ.5_1,BLZ,Belize,Stann Creek,District,53.6,15.8,30.6,2.25,14.0
MRT.8_1,MRT,Mauritania,Hodh el Gharbi,Region,71.49999999999999,11.79230769230769,16.769230769230766,0.6246153846153847,10.23076923076923
NER.8_1,NER,Niger,Zinder,Department,90.35,3.9400000000000004,5.890000000000001,0.22999999999999998,9.9
SDN.6_1,SDN,Sudan,Kassala,State,33.05833333333332,24.350000000000005,42.583333333333336,0.6441666666666666,11.583333333333334
ERI.6_1,ERI,Eritrea,Semenawi Keyih Bahri,Region,59.75,19.716666666666665,20.533333333333335,1.0033333333333332,9.0
YEM.18_1,YEM,Yemen,Sa`dah,Governorate,58.9,16.2,24.899999999999995,0.9700000000000001,11.0
YEM.6_1,YEM,Yemen,Al Jawf,Governorate,62.477777777777774,17.955555555555556,19.611111111111107,0.5844444444444444,9.666666666666666
MMR.15_1,MMR,Myanmar,Yangon,Division,42.8,20.4,36.8,1.3,12.0
MMR.9_1,MMR,Myanmar,Mon,State,46.25,16.700000000000003,37.1,1.9100000000000001,13.5
THA.42_1,THA,Thailand,Phetchabun,Province,55.625,15.450000000000001,28.925000000000004,1.915,14.0
THA.34_1,THA,Thailand,Nong Bua Lam Phu,Province,40.9,27.2,32.1,2.26,21.0
THA.14_1,THA,Thailand,Kalasin,Province,59.0,14.866666666666667,26.133333333333336,1.3566666666666667,14.0
VNM.50_1,VNM,Vietnam,Qu�?�ng Tr�?�,Province,53.6,15.8,30.6,2.25,14.0
PHL.50_1,PHL,Philippines,Mountain Province,Province,38.9,17.6,43.6,1.57,13.0
PHL.37_1,PHL,Philippines,Isabela,Province,46.25,16.700000000000003,37.1,1.9100000000000001,13.5
BLZ.6_1,BLZ,Belize,Toledo,District,62.25,20.35,17.4,1.075,10.0
SEN.10_1,SEN,Senegal,Saint-Louis,Region,85.46666666666665,6.066666666666666,8.633333333333333,0.5166666666666666,11.333333333333334
MRT.5_1,MRT,Mauritania,Gorgol,Region,68.925,14.524999999999999,16.575000000000003,0.6625,10.25
TCD.9_1,TCD,Chad,Kanem,Region,66.73333333333333,15.283333333333331,17.983333333333334,0.5783333333333333,9.333333333333334
SDN.9_1,SDN,Sudan,North Kurdufan,State,54.99210526315789,19.242105263157892,25.942105263157895,0.6642105263157896,9.18421052631579
SDN.7_1,SDN,Sudan,Khartoum,State,47.037499999999994,20.0375,33.1375,0.56875,10.0
YEM.13_1,YEM,Yemen,Hajjah,Governorate,58.9,16.2,24.9,0.97,11.0
YEM.10_1,YEM,Yemen,Amran,Governorate,58.9,16.2,24.9,0.97,11.0
THA.15_1,THA,Thailand,Kamphaeng Phet,Province,52.06666666666666,19.133333333333333,28.866666666666664,1.8066666666666666,16.333333333333332
THA.44_1,THA,Thailand,Phichit,Province,55.849999999999994,20.0,24.3,1.7049999999999998,17.5
THA.8_1,THA,Thailand,Chaiyaphum,Province,55.625,15.450000000000001,28.925000000000004,1.915,14.0
THA.17_1,THA,Thailand,Khon Kaen,Province,40.9,27.2,32.1,2.26,21.0
THA.24_1,THA,Thailand,Maha Sarakham,Province,40.9,27.2,32.1,2.26,21.0
THA.25_1,THA,Thailand,Mukdahan,Province,61.7,14.4,23.9,0.91,14.0
LAO.12_1,LAO,Laos,Savannakh??t,Province,55.625,15.45,28.924999999999997,1.915,14.0
PHL.39_1,PHL,Philippines,La Union,Province,53.6,15.8,30.6,2.25,14.0
PHL.56_1,PHL,Philippines,Nueva Vizcaya,Province,38.9,17.6,43.6,1.57,13.0
PHL.63_1,PHL,Philippines,Quirino,Province,38.9,17.6,43.6,1.57,13.0
PHL.8_1,PHL,Philippines,Aurora,Province,53.6,15.8,30.6,2.25,14.0
GTM.8_1,GTM,Guatemala,Huehuetenango,Department,47.1,23.175,29.75,2.38,12.25
GTM.1_1,GTM,Guatemala,Alta Verapaz,Department,60.5,18.200000000000003,21.3,1.0350000000000001,11.25
SEN.8_1,SEN,Senegal,Louga,Region,86.08,5.16,8.9,0.344,12.4
SEN.9_1,SEN,Senegal,Matam,Region,77.33749999999999,9.024999999999999,13.75,0.6074999999999999,10.875
MRT.6_1,MRT,Mauritania,Guidimaka,Region,68.69999999999999,15.899999999999999,15.450000000000001,0.61,10.0
TCD.1_1,TCD,Chad,Barh el Ghazel,Region,58.75,17.45,23.825000000000003,0.615,10.5
ERI.4_1,ERI,Eritrea,Gash Barka,Region,53.277777777777786,23.077777777777776,23.677777777777777,1.1555555555555554,8.777777777777779
YEM.19_1,YEM,Yemen,San`a',City,60.050000000000004,16.625,23.35,0.7925,10.25
YEM.16_1,YEM,Yemen,Ma'rib,Governorate,61.96666666666666,17.55,20.53333333333333,0.58,9.5
THA.54_1,THA,Thailand,Roi Et,Province,40.9,27.2,32.1,2.26,21.0
THA.77_1,THA,Thailand,Yasothon,Province,40.9,27.2,32.1,2.26,21.0
THA.1_1,THA,Thailand,Amnat Charoen,Province,61.7,14.4,23.9,0.91,14.0
THA.72_1,THA,Thailand,Ubon Ratchathani,Province,51.3,20.8,28.0,1.585,17.5
LAO.11_1,LAO,Laos,Saravan,Province,53.6,15.8,30.6,2.25,14.0
LAO.17_1,LAO,Laos,X??kong,Province,49.925,16.25,33.85,2.08,13.75
VNM.47_1,VNM,Vietnam,Qu�?�ng Nam,Province,53.6,15.8,30.6,2.25,14.0
VNM.19_1,VNM,Vietnam,?�?� N�??ng,City,53.6,15.8,30.6,2.25,14.0
PHL.61_1,PHL,Philippines,Pangasinan,Province,34.2,20.4,45.4,1.82,11.0
PHL.55_1,PHL,Philippines,Nueva Ecija,Province,36.55,19.0,44.5,1.695,12.0
GTM.9_1,GTM,Guatemala,Izabal,Department,76.0,9.9,14.1,0.41,11.0
HND.16_1,HND,Honduras,Santa B?�rbara,Department,53.6,15.8,30.6,2.25,14.0
HND.6_1,HND,Honduras,Cort??s,Department,70.8,12.8,16.5,1.15,14.0
HND.18_1,HND,Honduras,Yoro,Department,53.65,17.35,28.95,1.875,11.5
HND.15_1,HND,Honduras,Olancho,Department,58.542857142857144,18.400000000000002,23.057142857142853,1.5785714285714287,11.714285714285714
HND.3_1,HND,Honduras,Col??n,Department,53.6,15.8,30.6,2.25,14.0
HND.9_1,HND,Honduras,Gracias a Dios,Department,39.86666666666667,21.733333333333334,38.23333333333333,2.59,12.0
SEN.13_1,SEN,Senegal,Thi?�s,Region,92.8,2.7,4.7,0.2,10.0
MLI.3_1,MLI,Mali,Kayes,Region,69.97096774193548,12.906451612903227,17.164516129032258,0.552258064516129,10.225806451612904
MLI.5_1,MLI,Mali,Koulikoro,Region,76.93199999999999,8.943999999999999,14.231999999999998,0.43400000000000005,11.16
MLI.7_1,MLI,Mali,S??gou,Region,64.025,13.081249999999999,22.94375,0.46,11.8125
MLI.6_1,MLI,Mali,Mopti,Region,63.14782608695653,13.730434782608693,23.195652173913043,1.0013043478260872,11.91304347826087
NER.7_1,NER,Niger,Tillab??ry,Department,81.17272727272726,8.586363636363634,10.386363636363635,0.3609090909090909,10.590909090909092
NER.4_1,NER,Niger,Maradi,Department,92.79999999999998,2.7,4.700000000000001,0.2,10.0
TCD.2_1,TCD,Chad,Batha,Region,39.028571428571425,12.757142857142858,48.25714285714286,0.5557142857142858,14.714285714285714
TCD.23_1,TCD,Chad,Wadi Fira,Region,59.74545454545454,15.399999999999999,24.88181818181818,0.8809090909090909,10.909090909090908
SDN.2_1,SDN,Sudan,Al Qadarif,State,33.474999999999994,26.40625,40.075,0.7625,11.375
YEM.5_1,YEM,Yemen,Al Hudaydah,Governorate,50.4,29.0,20.6,0.3,8.0
YEM.8_1,YEM,Yemen,Al Mahwit,Governorate,58.9,16.2,24.9,0.97,11.0
YEM.20_1,YEM,Yemen,Shabwah,Governorate,61.9875,15.6875,22.3375,0.6950000000000001,10.125
IND.10_1,IND,India,Goa,State,38.9,17.6,43.6,1.57,13.0
THA.16_1,THA,Thailand,Kanchanaburi,Province,58.4,15.760000000000002,25.840000000000003,1.214,12.2
THA.74_1,THA,Thailand,Uthai Thani,Province,57.650000000000006,15.100000000000001,27.25,1.58,14.0
THA.30_1,THA,Thailand,Nakhon Sawan,Province,25.1,12.2,62.7,0.68,19.0
THA.22_1,THA,Thailand,Lop Buri,Province,32.0,14.9,53.150000000000006,1.125,16.0
THA.29_1,THA,Thailand,Nakhon Ratchasima,Province,39.04,23.84,37.239999999999995,2.3899999999999997,17.4
THA.5_1,THA,Thailand,Buri Ram,Province,29.9,24.5,45.7,2.59,15.5
THA.68_1,THA,Thailand,Surin,Province,40.9,27.2,32.1,2.26,21.0
THA.62_1,THA,Thailand,Si Sa Ket,Province,33.56666666666666,25.400000000000002,41.166666666666664,2.48,17.333333333333332
LAO.4_1,LAO,Laos,Champasak,Province,46.1,24.0,30.049999999999997,1.9224999999999999,19.25
PHL.76_1,PHL,Philippines,Tarlac,Province,38.9,17.6,43.6,1.57,13.0
GTM.17_1,GTM,Guatemala,San Marcos,Department,31.2,39.6,29.2,3.95,10.0
GTM.19_1,GTM,Guatemala,Solol?�,Department,41.0,41.3,17.7,7.03,22.0
GTM.7_1,GTM,Guatemala,Guatemala,Department,68.4,10.5,21.2,0.6,10.0
GTM.5_1,GTM,Guatemala,El Progreso,Department,36.4,37.2,26.4,1.07,9.0
GTM.4_1,GTM,Guatemala,Chiquimula,Department,81.6,6.8,11.7,0.44,14.0
HND.5_1,HND,Honduras,Cop?�n,Department,36.4,37.2,26.4,1.07,9.0
HND.13_1,HND,Honduras,Lempira,Department,40.6,30.55,28.9,2.51,10.5
HND.4_1,HND,Honduras,Comayagua,Department,62.25,20.35,17.4,1.075,10.0
SEN.2_1,SEN,Senegal,Diourbel,Region,92.8,2.7,4.7,0.2,10.0
BFA.12_1,BFA,Burkina Faso,Sahel,Region,62.72222222222222,16.83333333333333,20.48888888888889,0.69,12.666666666666666
SDN.18_1,SDN,Sudan,White Nile,State,33.49999999999999,18.311111111111114,48.144444444444446,0.6444444444444444,14.11111111111111
SDN.1_1,SDN,Sudan,Al Jazirah,State,23.48,19.580000000000002,56.879999999999995,0.686,15.4
ERI.5_1,ERI,Eritrea,Maekel,Region,55.2,21.0,23.8,3.86,11.0
YEM.17_1,YEM,Yemen,Raymah,Governorate,58.9,16.2,24.9,0.97,11.0
YEM.11_1,YEM,Yemen,Dhamar,Governorate,58.9,16.2,24.9,0.97,11.0
